Player,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,ORB,PF,PTS,Player,Pos,STL,Season,TOV,TRB,Tm,eFG%
J.R. Smith,98,.462,212,67,.347,193,84,26,6,107,165,.407,405,39,.709,55,35,1,NBA,967,29,87,436,J.R. Smith,SG,54,2011-12,46,136,NYK,.490
J.R. Smith,372,.458,813,155,.356,436,218,27,24,361,527,.422,1249,237,.762,311,80,0,NBA,2678,64,226,1446,J.R. Smith,SG,100,2012-13,134,425,NYK,.484
J.R. Smith,207,.436,475,189,.394,480,219,28,20,261,396,.415,955,90,.652,138,74,37,NBA,2421,35,196,1071,J.R. Smith,SF,65,2013-14,108,296,NYK,.514
J.R. Smith,152,.462,329,163,.383,426,195,29,22,188,315,.417,755,54,.750,72,70,51,NBA,2080,30,163,847,J.R. Smith,SG,82,2014-15,97,218,TOT,.525
J.R. Smith,69,.429,161,32,.356,90,81,29,4,54,101,.402,251,27,.692,39,24,6,NBA,619,4,44,261,J.R. Smith,SG,18,2014-15,45,58,NYK,.466
J.R. Smith,83,.494,168,131,.390,336,114,29,18,134,214,.425,504,27,.818,33,46,45,NBA,1461,26,119,586,J.R. Smith,SG,64,2014-15,52,160,CLE,.555
J.R. Smith,35,.393,89,37,.359,103,34,30,11,41,72,.375,192,12,.545,22,17,17,NBA,547,13,57,193,J.R. Smith,SG,14,2015-16,21,54,CLE,.471
Jason Smith,137,.463,296,4,.286,14,20,21,50,153,141,.455,310,54,.659,82,76,1,NBA,1107,77,142,340,Jason Smith,PF,22,2007-08,48,230,PHI,.461
Jason Smith,10,.345,29,75,.431,174,54,22,135,42,56,658,2,145,.460,.448,PHI,NBA,2009-10,PF,29,21,28,Jason Smith,23,81,2008-09,33,.690,Did Not Play (injury—knee),65
Jason Smith,0,.000,2,136,.443,307,89,110,241,70,77,1102,6,305,.443,.446,NOH,NBA,2010-11,C,59,26,32,Jason Smith,24,152,35,36,.843,189,136
Jason Smith,1,.111,9,181,.520,348,72,150,196,47,40,947,29,339,.522,.531,NOH,NBA,2011-12,PF,33,21,41,Jason Smith,25,124,53,34,.702,331,180
Jason Smith,0,.000,4,167,.490,341,64,102,186,102,51,876,0,337,.490,.496,NOH,NBA,2012-13,C,86,15,45,Jason Smith,26,122,40,34,.843,396,167
Jason Smith,0,NA,0,131,.465,282,51,123,181,50,31,830,27,282,.465,.465,NOP,NBA,2013-14,PF,39,11,29,Jason Smith,27,130,55,29,.780,420,131
Jason Smith,15,.357,42,257,.434,592,98,100,324,153,82,1785,31,550,.447,.440,NYK,NBA,2014-15,C,127,32,44,Jason Smith,28,226,28,140,.830,301,242
Jason Smith,1,.500,2,35,.522,67,10,205,42,13,15,222,0,65,.530,.523,ORL,NBA,2015-16,C,12,4,12,Jason Smith,29,32,104,7,.923,656,34
Jason Smith,,,,,,,,37,,,,,,,,,,,,,,,,Jason Smith,,,10,,,83,
Josh Smith,270,.466,579,4,.174,23,127,19,144,310,274,.455,602,163,.688,237,74,59,NBA,2050,147,157,715,Josh Smith,SF,59,2004-05,135,457,ATL,.458
Josh Smith,295,.444,664,34,.309,110,191,20,208,355,329,.425,774,210,.719,292,80,73,NBA,2559,176,260,902,Josh Smith,SF,64,2005-06,162,531,ATL,.447
Josh Smith,398,.473,841,38,.250,152,236,21,207,456,436,.439,993,268,.693,387,72,72,NBA,2647,165,241,1178,Josh Smith,SF,101,2006-07,227,621,ATL,.458
Josh Smith,493,.477,1034,25,.253,99,272,22,227,506,518,.457,1133,333,.710,469,81,81,NBA,2873,161,269,1394,Josh Smith,PF,123,2007-08,245,667,ATL,.468
Josh Smith,392,.514,762,26,.299,87,169,23,111,364,418,.492,849,211,.588,359,69,69,NBA,2421,134,184,1073,Josh Smith,PF,94,2008-09,161,498,ATL,.508
Josh Smith,504,.508,992,0,.000,7,342,24,172,482,504,.505,999,261,.618,422,81,81,NBA,2871,223,240,1269,Josh Smith,PF,130,2009-10,198,705,ATL,.505
Josh Smith,446,.503,887,51,.331,154,255,25,120,523,497,.477,1041,229,.725,316,77,77,NBA,2645,134,217,1274,Josh Smith,PF,99,2010-11,197,657,ATL,.502
Josh Smith,476,.480,992,28,.257,109,257,26,115,496,504,.458,1101,203,.630,322,66,66,NBA,2329,136,172,1239,Josh Smith,PF,93,2011-12,164,632,ATL,.470
Josh Smith,489,.498,981,61,.303,201,321,27,136,506,550,.465,1182,166,.517,321,76,76,NBA,2683,133,175,1327,Josh Smith,PF,94,2012-13,226,639,ATL,.491
Josh Smith,447,.462,968,70,.264,265,252,28,110,418,517,.419,1233,160,.532,301,77,76,NBA,2730,102,197,1264,Josh Smith,SF,105,2013-14,199,520,DET,.448
Josh Smith,342,.451,759,72,.316,228,277,29,116,378,414,.419,987,127,.498,255,83,35,NBA,2300,152,228,1027,Josh Smith,PF,87,2014-15,206,530,TOT,.456
Josh Smith,144,.407,354,9,.243,37,132,29,48,150,153,.391,391,52,.468,111,28,28,NBA,896,52,82,367,Josh Smith,PF,37,2014-15,72,202,DET,.403
Josh Smith,198,.489,405,63,.330,191,145,29,68,228,261,.438,596,75,.521,144,55,7,NBA,1404,100,146,660,Josh Smith,PF,50,2014-15,134,328,HOU,.491
Josh Smith,33,.478,69,10,.256,39,33,30,28,66,43,.398,108,19,.594,32,21,0,NBA,321,22,46,115,Josh Smith,PF,8,2015-16,29,88,LAC,.444
Nolan Smith,54,.400,135,13,.289,45,62,23,3,39,67,.372,180,20,.714,28,44,4,NBA,541,17,55,167,Nolan Smith,PG,18,2011-12,42,56,POR,.408
Nolan Smith,36,.419,86,6,.214,28,35,24,1,20,42,.368,114,20,.714,28,40,0,NBA,288,7,26,110,Nolan Smith,PG,7,2012-13,29,27,POR,.395
Russ Smith,6,.429,14,2,.182,11,8,23,0,5,8,.320,25,12,.923,13,12,0,NBA,65,1,13,30,Russ Smith,PG,3,2014-15,12,6,TOT,.360
Russ Smith,1,.250,4,1,.167,6,2,23,0,3,2,.200,10,0,NA,0,6,0,NBA,29,0,6,5,Russ Smith,PG,0,2014-15,7,3,NOP,.250
Russ Smith,5,.500,10,1,.200,5,6,23,0,2,6,.400,15,12,.923,13,6,0,NBA,36,1,7,25,Russ Smith,PG,3,2014-15,5,3,MEM,.433
Russ Smith,4,.333,12,1,.200,5,3,24,0,3,5,.294,17,6,.667,9,10,0,NBA,40,1,3,17,Russ Smith,PG,2,2015-16,5,4,MEM,.324
Tony Snell,72,.456,158,57,.320,178,68,22,15,105,129,.384,336,31,.756,41,77,12,NBA,1231,19,84,346,Tony Snell,SG,29,2013-14,44,124,CHI,.469
Tony Snell,86,.494,174,73,.371,197,62,23,11,145,159,.429,371,44,.800,55,72,22,NBA,1412,31,86,435,Tony Snell,SF,32,2014-15,48,176,CHI,.527
Tony Snell,12,.245,49,26,.473,55,18,24,5,52,38,.365,104,9,.900,10,18,14,NBA,391,2,30,111,Tony Snell,SF,4,2015-16,14,54,CHI,.490
James Southerland,2,.222,9,3,.500,6,0,23,2,8,5,.333,15,1,.500,2,4,0,NBA,30,0,3,14,James Southerland,SF,1,2013-14,1,8,TOT,.433
James Southerland,0,.000,2,0,.000,1,0,23,0,0,0,.000,3,0,NA,0,1,0,NBA,3,0,0,0,James Southerland,SF,0,2013-14,0,0,CHA,.000
James Southerland,2,.286,7,3,.600,5,0,23,2,8,5,.417,12,1,.500,2,3,0,NBA,27,0,3,14,James Southerland,NA,1,2013-14,1,8,NOP,.542
Marreese Speights,250,.506,494,2,.250,8,30,21,56,170,252,.502,502,102,.773,132,79,2,NBA,1263,123,181,608,Marreese Speights,C,27,2008-09,46,293,PHI,.504
Marreese Speights,212,.483,439,0,.000,5,36,22,34,167,212,.477,444,108,.745,145,62,1,NBA,1016,85,152,532,Marreese Speights,C,29,2009-10,51,252,PHI,.477
Marreese Speights,143,.498,287,1,.250,4,30,23,19,146,144,.495,291,55,.753,73,64,1,NBA,734,64,120,344,Marreese Speights,C,8,2010-11,40,210,PHI,.497
Marreese Speights,221,.456,485,0,.000,3,48,24,29,241,221,.453,488,84,.771,109,60,54,NBA,1345,133,147,526,Marreese Speights,PF,21,2011-12,74,374,MEM,.453
Marreese Speights,257,.448,574,3,.300,10,47,25,53,240,260,.445,584,135,.771,175,79,3,NBA,1300,146,175,658,Marreese Speights,C,24,2012-13,80,386,TOT,.448
Marreese Speights,104,.430,242,2,.400,5,18,25,27,113,106,.429,247,48,.716,67,40,2,NBA,579,76,86,262,Marreese Speights,C,10,2012-13,35,189,MEM,.433
Marreese Speights,153,.461,332,1,.200,5,29,25,26,127,154,.457,337,87,.806,108,39,1,NBA,721,70,89,396,Marreese Speights,C,14,2012-13,45,197,CLE,.458
Marreese Speights,187,.455,411,8,.258,31,32,26,34,189,195,.441,442,110,.821,134,79,3,NBA,982,101,148,508,Marreese Speights,C,10,2013-14,66,290,GSW,.450
Marreese Speights,313,.498,628,5,.278,18,72,27,34,216,318,.492,646,150,.843,178,76,9,NBA,1207,109,189,791,Marreese Speights,PF,20,2014-15,82,325,GSW,.496
Marreese Speights,34,.366,93,1,.143,7,12,28,7,42,35,.350,100,23,.742,31,18,0,NBA,190,18,31,94,Marreese Speights,PF,3,2015-16,21,60,GSW,.355
Tiago Splitter,101,.532,190,0,.000,1,26,26,17,129,101,.529,191,76,.543,140,60,6,NBA,738,72,91,278,Tiago Splitter,C,29,2010-11,32,201,SAS,.529
Tiago Splitter,212,.618,343,0,NA,0,65,27,47,213,212,.618,343,125,.691,181,59,2,NBA,1121,93,134,549,Tiago Splitter,C,21,2011-12,87,306,SAS,.618
Tiago Splitter,315,.561,561,0,.000,2,130,28,64,371,315,.560,563,208,.730,285,81,58,NBA,1997,144,161,838,Tiago Splitter,PF,63,2012-13,100,515,SAS,.560
Tiago Splitter,181,.528,343,0,.000,3,90,29,31,240,181,.523,346,121,.699,173,59,50,NBA,1271,123,117,483,Tiago Splitter,C,29,2013-14,75,363,SAS,.523
Tiago Splitter,169,.558,303,0,NA,0,78,30,37,161,169,.558,303,90,.750,120,52,35,NBA,1030,91,103,428,Tiago Splitter,C,35,2014-15,60,252,SAS,.558
Tiago Splitter,32,.492,65,0,.000,1,10,31,4,33,32,.485,66,14,.824,17,14,1,NBA,242,18,28,78,Tiago Splitter,C,7,2015-16,12,51,ATL,.485
Nik Stauskas,60,.408,147,48,.322,149,67,21,17,77,108,.365,296,55,.859,64,73,1,NBA,1127,11,92,319,Nik Stauskas,SG,20,2014-15,40,88,SAC,.446
Nik Stauskas,26,.433,60,33,.306,108,36,22,6,42,59,.351,168,22,.733,30,20,13,NBA,493,4,29,173,Nik Stauskas,SG,15,2015-16,22,46,PHI,.449
D.J. Stephens,3,.429,7,0,NA,0,0,23,0,4,3,.429,7,1,1.000,1,3,0,NBA,15,1,0,7,D.J. Stephens,SG,0,2013-14,0,5,MIL,.429
Lance Stephenson,13,.382,34,0,.000,5,21,20,0,17,13,.333,39,11,.786,14,12,0,NBA,115,1,14,37,Lance Stephenson,SG,4,2010-11,16,18,IND,.333
Lance Stephenson,43,.453,95,4,.133,30,46,21,5,41,47,.376,125,8,.471,17,42,1,NBA,442,12,30,106,Lance Stephenson,SG,21,2011-12,36,53,IND,.392
Lance Stephenson,213,.520,410,62,.330,188,223,22,16,257,275,.460,598,75,.652,115,78,72,NBA,2278,47,162,687,Lance Stephenson,SG,81,2012-13,109,304,IND,.512
Lance Stephenson,341,.545,626,86,.352,244,359,23,7,463,427,.491,870,140,.711,197,78,78,NBA,2752,95,195,1080,Lance Stephenson,SG,54,2013-14,210,558,IND,.540
Lance Stephenson,189,.425,445,18,.171,105,240,24,8,238,207,.376,550,69,.627,110,61,25,NBA,1573,39,134,501,Lance Stephenson,SG,38,2014-15,128,277,CHO,.393
Lance Stephenson,28,.438,64,12,.414,29,34,25,2,48,40,.430,93,13,.684,19,20,10,NBA,374,13,36,105,Lance Stephenson,SF,13,2015-16,25,61,LAC,.495
Greg Stiemsma,66,.545,121,0,NA,0,28,26,85,129,66,.545,121,29,.707,41,55,3,NBA,766,48,144,161,Greg Stiemsma,C,37,2011-12,33,177,BOS,.545
Greg Stiemsma,127,.457,278,0,NA,0,30,27,90,200,127,.457,278,53,.768,69,76,19,NBA,1209,61,184,307,Greg Stiemsma,C,44,2012-13,59,261,MIN,.457
Greg Stiemsma,70,.579,121,0,.000,1,36,28,57,154,70,.574,122,19,.594,32,55,20,NBA,1007,72,169,159,Greg Stiemsma,C,35,2013-14,44,226,NOP,.574
Greg Stiemsma,6,.750,8,0,NA,0,3,29,0,6,6,.750,8,2,.500,4,17,0,NBA,66,9,15,14,Greg Stiemsma,C,2,2014-15,7,15,TOR,.750
David Stockton,1,.250,4,1,.500,2,9,23,0,2,2,.333,6,3,.500,6,3,0,NBA,33,0,1,8,David Stockton,PG,2,2014-15,4,2,SAC,.417
Jarnell Stokes,21,.568,37,0,NA,0,4,21,5,18,21,.568,37,15,.536,28,19,2,NBA,126,16,25,57,Jarnell Stokes,PF,5,2014-15,7,34,MEM,.568
Jarnell Stokes,0,NA,0,0,NA,0,0,22,0,1,0,NA,0,0,NA,0,2,0,NBA,4,1,0,0,Jarnell Stokes,C,0,2015-16,0,2,MEM,NA
Julyan Stone,11,.550,20,2,.182,11,37,23,6,20,13,.419,31,8,.727,11,22,2,NBA,179,5,18,36,Julyan Stone,SG,8,2011-12,11,25,DEN,.452
Julyan Stone,2,1.000,2,0,NA,0,2,24,0,1,2,1.000,2,3,.750,4,4,0,NBA,28,2,4,7,Julyan Stone,PG,1,2012-13,2,3,DEN,1.000
Julyan Stone,5,.556,9,2,.250,8,12,25,0,18,7,.412,17,2,.667,3,21,0,NBA,120,2,13,18,Julyan Stone,SG,3,2013-14,5,20,TOR,.471
Amar'e Stoudemire,390,.476,820,2,.200,10,78,20,87,471,392,.472,830,320,.661,484,82,71,NBA,2570,250,269,1106,Amar'e Stoudemire,PF,62,2002-03,189,721,PHO,.473
Amar'e Stoudemire,410,.477,860,1,.200,5,78,21,89,339,411,.475,865,310,.713,435,55,53,NBA,2025,157,188,1133,Amar'e Stoudemire,PF,64,2003-04,177,496,PHO,.476
Amar'e Stoudemire,744,.564,1320,3,.188,16,131,22,130,494,747,.559,1336,583,.733,795,80,80,NBA,2889,219,278,2080,Amar'e Stoudemire,C,77,2004-05 ★,189,713,PHO,.560
Amar'e Stoudemire,9,.346,26,0,.000,1,2,23,3,10,9,.333,27,8,.889,9,3,3,NBA,50,6,4,26,Amar'e Stoudemire,C,1,2005-06,1,16,PHO,.333
Amar'e Stoudemire,607,.577,1052,0,.000,3,84,24,110,564,607,.575,1055,457,.781,585,82,78,NBA,2689,222,295,1671,Amar'e Stoudemire,C,78,2006-07 ★,232,786,PHO,.575
Amar'e Stoudemire,709,.601,1180,5,.161,31,118,25,163,541,714,.590,1211,556,.805,691,79,79,NBA,2677,178,294,1989,Amar'e Stoudemire,C,64,2007-08 ★,174,719,PHO,.592
Amar'e Stoudemire,401,.540,742,3,.429,7,104,26,57,314,404,.539,749,323,.835,387,53,53,NBA,1948,116,163,1134,Amar'e Stoudemire,PF,49,2008-09 ★,150,430,PHO,.541
Amar'e Stoudemire,703,.559,1258,1,.167,6,82,27,83,502,704,.557,1264,487,.771,632,82,82,NBA,2838,230,281,1896,Amar'e Stoudemire,PF,52,2009-10 ★,213,732,PHO,.557
Amar'e Stoudemire,734,.503,1459,10,.435,23,202,28,150,438,744,.502,1482,473,.792,597,78,78,NBA,2870,198,274,1971,Amar'e Stoudemire,C,71,2010-11 ★,250,636,NYK,.505
Amar'e Stoudemire,311,.491,633,5,.238,21,52,29,45,261,316,.483,654,186,.765,243,47,47,NBA,1543,106,138,823,Amar'e Stoudemire,PF,38,2011-12,112,367,NYK,.487
Amar'e Stoudemire,154,.577,267,0,NA,0,13,30,21,85,154,.577,267,105,.808,130,29,0,NBA,682,60,89,413,Amar'e Stoudemire,PF,10,2012-13,50,145,NYK,.577
Amar'e Stoudemire,311,.557,558,0,NA,0,34,31,37,208,311,.557,558,150,.739,203,65,21,NBA,1466,112,159,772,Amar'e Stoudemire,C,23,2013-14,91,320,NYK,.557
Amar'e Stoudemire,273,.562,486,0,.000,4,45,32,38,219,273,.557,490,134,.720,186,59,15,NBA,1245,110,161,680,Amar'e Stoudemire,PF,29,2014-15,78,329,TOT,.557
Amar'e Stoudemire,169,.549,308,0,.000,3,37,32,34,162,169,.543,311,94,.740,127,36,14,NBA,865,83,111,432,Amar'e Stoudemire,PF,20,2014-15,63,245,NYK,.543
Amar'e Stoudemire,104,.584,178,0,.000,1,8,32,4,57,104,.581,179,40,.678,59,23,1,NBA,380,27,50,248,Amar'e Stoudemire,PF,9,2014-15,15,84,DAL,.581
Amar'e Stoudemire,5,.714,7,0,NA,0,1,33,0,2,5,.714,7,2,1.000,2,2,0,NBA,20,2,2,12,Amar'e Stoudemire,C,0,2015-16,1,4,MIA,.714
Rodney Stuckey,150,.410,366,3,.188,16,160,21,6,97,153,.401,382,127,.814,156,57,2,NBA,1081,32,113,436,Rodney Stuckey,PG,49,2007-08,78,129,DET,.404
Rodney Stuckey,378,.453,835,23,.295,78,387,22,11,206,401,.439,913,233,.803,290,79,65,NBA,2517,69,217,1058,Rodney Stuckey,PG,78,2008-09,173,275,DET,.452
Rodney Stuckey,431,.418,1030,18,.228,79,348,23,12,214,449,.405,1109,299,.833,359,73,67,NBA,2499,67,205,1215,Rodney Stuckey,PG,101,2009-10,163,281,DET,.413
Rodney Stuckey,337,.457,737,26,.289,90,361,24,10,146,363,.439,827,330,.866,381,70,54,NBA,2183,70,177,1082,Rodney Stuckey,PG,76,2010-11,155,216,DET,.455
Rodney Stuckey,223,.452,493,33,.317,104,210,25,10,104,256,.429,597,267,.834,320,55,48,NBA,1644,38,124,812,Rodney Stuckey,SG,44,2011-12,106,142,DET,.456
Rodney Stuckey,249,.440,566,55,.302,182,270,26,17,169,304,.406,748,213,.783,272,76,24,NBA,2171,43,127,876,Rodney Stuckey,SG,51,2012-13,134,212,DET,.443
Rodney Stuckey,348,.455,765,24,.273,88,152,27,10,130,372,.436,853,244,.836,292,73,5,NBA,1950,39,131,1012,Rodney Stuckey,SG,54,2013-14,125,169,DET,.450
Rodney Stuckey,277,.452,613,55,.390,141,219,28,10,212,332,.440,754,177,.819,216,71,36,NBA,1874,36,131,896,Rodney Stuckey,PG,56,2014-15,118,248,IND,.477
Rodney Stuckey,52,.464,112,5,.238,21,36,29,3,42,57,.429,133,41,.854,48,14,0,NBA,351,7,21,160,Rodney Stuckey,PG,13,2015-16,21,49,IND,.447
Jared Sullinger,110,.500,220,1,.200,5,35,20,22,172,111,.493,225,47,.746,63,45,5,NBA,892,92,154,270,Jared Sullinger,PF,22,2012-13,29,264,BOS,.496
Jared Sullinger,328,.475,691,56,.269,208,118,21,49,360,384,.427,899,158,.778,203,74,44,NBA,2041,241,251,982,Jared Sullinger,PF,35,2013-14,119,601,BOS,.458
Jared Sullinger,259,.494,524,52,.283,184,134,22,42,294,311,.439,708,96,.744,129,58,49,NBA,1566,147,153,770,Jared Sullinger,PF,44,2014-15,78,441,BOS,.476
Jared Sullinger,75,.472,159,14,.318,44,54,23,18,136,89,.438,203,25,.694,36,21,18,NBA,535,62,54,217,Jared Sullinger,PF,21,2015-16,31,198,BOS,.473
DaJuan Summers,31,.352,88,15,.357,42,16,22,7,31,46,.354,130,27,.711,38,44,0,NBA,405,14,52,134,DaJuan Summers,SF,8,2009-10,16,45,DET,.412
DaJuan Summers,19,.396,48,9,.429,21,2,23,1,10,28,.406,69,9,.450,20,22,1,NBA,199,2,21,74,DaJuan Summers,SF,3,2010-11,13,12,DET,.471
DaJuan Summers,23,.469,49,5,.313,16,10,24,0,15,28,.431,65,7,.778,9,15,6,NBA,209,8,31,68,DaJuan Summers,SF,7,2011-12,8,23,NOH,.469
DaJuan Summers,1,.250,4,0,NA,0,1,25,0,2,1,.250,4,0,NA,0,2,0,NBA,7,0,0,2,DaJuan Summers,PF,0,2012-13,0,2,LAC,.250
Walter Tavares,0,NA,0,0,NA,0,1,23,0,1,0,NA,0,1,.500,2,3,0,NBA,5,1,1,1,Walter Tavares,C,0,2015-16,1,2,ATL,NA
Jeffery Taylor,119,.486,245,53,.344,154,63,23,15,99,172,.431,399,75,.728,103,77,29,NBA,1507,51,136,472,Jeffery Taylor,SF,47,2012-13,48,150,CHA,.497
Jeffery Taylor,64,.424,151,18,.269,67,22,24,5,45,82,.376,218,26,.553,47,26,8,NBA,629,15,62,208,Jeffery Taylor,SF,13,2013-14,25,60,CHA,.417
Jeffery Taylor,34,.436,78,11,.306,36,22,25,1,39,45,.395,114,26,.634,41,29,13,NBA,430,14,36,127,Jeffery Taylor,SF,12,2014-15,19,53,CHO,.443
Jermaine Taylor,40,.412,97,5,.227,22,16,23,3,25,45,.378,119,33,.717,46,31,4,NBA,303,21,15,128,Jermaine Taylor,SG,10,2009-10,19,46,HOU,.399
Jermaine Taylor,80,.530,151,14,.311,45,32,24,5,36,94,.480,196,21,.750,28,34,8,NBA,483,26,39,223,Jermaine Taylor,SG,14,2010-11,46,62,TOT,.515
Jermaine Taylor,14,.519,27,2,.400,5,2,24,2,8,16,.500,32,5,.833,6,8,0,NBA,77,1,4,39,Jermaine Taylor,SG,2,2010-11,6,9,HOU,.531
Jermaine Taylor,66,.532,124,12,.300,40,30,24,3,28,78,.476,164,16,.727,22,26,8,NBA,406,25,35,184,Jermaine Taylor,SG,12,2010-11,40,53,SAC,.512
Tyshawn Taylor,26,.351,74,6,.462,13,21,22,0,16,32,.368,87,15,.556,27,38,0,NBA,221,2,25,85,Tyshawn Taylor,PG,13,2012-13,25,18,BRK,.402
Tyshawn Taylor,28,.354,79,3,.250,12,36,23,1,12,31,.341,91,24,.800,30,23,3,NBA,270,3,29,89,Tyshawn Taylor,PG,12,2013-14,31,15,BRK,.357
Jeff Teague,83,.426,195,7,.219,32,122,21,11,62,90,.396,227,41,.837,49,71,3,NBA,719,5,82,228,Jeff Teague,PG,34,2009-10,50,67,ATL,.412
Jeff Teague,115,.449,256,18,.375,48,138,22,25,91,133,.438,304,77,.794,97,70,7,NBA,963,11,82,361,Jeff Teague,PG,45,2010-11,64,102,ATL,.467
Jeff Teague,269,.514,523,51,.342,149,321,23,37,138,320,.476,672,140,.757,185,66,66,NBA,2183,21,145,831,Jeff Teague,PG,106,2011-12,134,159,ATL,.514
Jeff Teague,350,.482,726,89,.359,248,579,24,28,155,439,.451,974,199,.881,226,80,78,NBA,2628,25,181,1166,Jeff Teague,PG,117,2012-13,230,180,ATL,.496
Jeff Teague,382,.469,815,74,.329,225,528,25,17,174,456,.438,1040,318,.846,376,79,79,NBA,2542,34,158,1304,Jeff Teague,PG,89,2013-14,232,208,ATL,.474
Jeff Teague,337,.496,680,71,.343,207,513,26,31,154,408,.460,887,275,.862,319,73,72,NBA,2228,30,139,1162,Jeff Teague,PG,125,2014-15 ★,205,184,ATL,.500
Jeff Teague,85,.443,192,23,.377,61,121,27,8,41,108,.427,253,75,.843,89,19,18,NBA,572,11,41,314,Jeff Teague,PG,23,2015-16,53,52,ATL,.472
Marquis Teague,39,.433,90,4,.174,23,63,19,7,41,43,.381,113,9,.563,16,48,0,NBA,392,3,47,99,Marquis Teague,PG,9,2012-13,35,44,CHI,.398
Marquis Teague,33,.327,101,5,.278,18,58,20,5,39,38,.319,119,26,.743,35,40,3,NBA,443,1,46,107,Marquis Teague,SG,10,2013-14,39,40,TOT,.340
Marquis Teague,14,.250,56,2,.200,10,28,20,4,18,16,.242,66,11,.688,16,19,2,NBA,242,1,25,45,Marquis Teague,SG,2,2013-14,17,19,CHI,.258
Marquis Teague,19,.422,45,3,.375,8,30,20,1,21,22,.415,53,15,.789,19,21,1,NBA,201,0,21,62,Marquis Teague,SG,8,2013-14,22,21,BRK,.443
Mirza Teletovic,34,.442,77,37,.343,108,23,27,8,62,71,.384,185,9,.818,11,53,0,NBA,499,33,53,188,Mirza Teletovic,PF,13,2012-13,20,95,BRK,.484
Mirza Teletovic,85,.472,180,136,.390,349,57,28,23,206,221,.418,529,44,.710,62,72,7,NBA,1396,60,143,622,Mirza Teletovic,SF,29,2013-14,54,266,BRK,.546
Mirza Teletovic,60,.476,126,62,.321,193,46,29,16,167,122,.382,319,33,.717,46,40,4,NBA,892,27,74,339,Mirza Teletovic,PF,14,2014-15,53,194,BRK,.480
Mirza Teletovic,17,.362,47,47,.456,103,22,30,8,52,64,.427,150,11,.786,14,22,0,NBA,387,13,24,186,Mirza Teletovic,PF,9,2015-16,11,65,PHO,.583
Sebastian Telfair,152,.421,361,17,.246,69,224,19,4,94,169,.393,430,105,.789,133,68,26,NBA,1330,10,120,460,Sebastian Telfair,PG,35,2004-05,125,104,POR,.413
Sebastian Telfair,171,.411,416,57,.352,162,247,20,6,101,228,.394,578,130,.743,175,68,30,NBA,1641,19,167,643,Sebastian Telfair,PG,66,2005-06,115,120,POR,.444
Sebastian Telfair,139,.402,346,37,.289,128,218,21,11,91,176,.371,474,90,.818,110,78,30,NBA,1578,17,166,479,Sebastian Telfair,PG,43,2006-07,98,108,BOS,.410
Sebastian Telfair,191,.432,442,32,.281,114,355,22,11,119,223,.401,556,78,.743,105,60,51,NBA,1933,16,171,556,Sebastian Telfair,PG,59,2007-08,111,135,MIN,.430
Sebastian Telfair,194,.399,486,73,.346,211,343,23,12,95,267,.383,697,131,.819,160,75,43,NBA,2095,32,184,738,Sebastian Telfair,PG,73,2008-09,146,127,MIN,.435
Sebastian Telfair,70,.483,145,13,.232,56,126,24,5,40,83,.413,201,29,.784,37,43,1,NBA,659,5,71,208,Sebastian Telfair,PG,24,2009-10,50,45,TOT,.445
Sebastian Telfair,56,.471,119,11,.234,47,114,24,5,36,67,.404,166,24,.774,31,39,1,NBA,582,5,65,169,Sebastian Telfair,PG,22,2009-10,44,41,LAC,.437
Sebastian Telfair,14,.538,26,2,.222,9,12,24,0,4,16,.457,35,5,.833,6,4,0,NBA,77,0,6,39,Sebastian Telfair,PG,2,2009-10,6,4,CLE,.486
Sebastian Telfair,69,.423,163,28,.359,78,111,25,3,37,97,.402,241,44,.733,60,37,8,NBA,711,17,64,266,Sebastian Telfair,PG,25,2010-11,64,54,MIN,.461
Sebastian Telfair,108,.456,237,33,.314,105,138,26,12,71,141,.412,342,53,.791,67,60,1,NBA,895,20,120,368,Sebastian Telfair,PG,41,2011-12,68,91,PHO,.461
Sebastian Telfair,59,.371,159,53,.353,150,153,27,11,71,112,.362,309,54,.783,69,59,2,NBA,980,13,104,331,Sebastian Telfair,PG,37,2012-13,64,84,TOT,.448
Sebastian Telfair,51,.381,134,43,.381,113,114,27,10,56,94,.381,247,44,.772,57,46,2,NBA,795,12,84,275,Sebastian Telfair,PG,28,2012-13,53,68,PHO,.468
Sebastian Telfair,8,.320,25,10,.270,37,39,27,1,15,18,.290,62,10,.833,12,13,0,NBA,185,1,20,56,Sebastian Telfair,PG,9,2012-13,11,16,TOR,.371
Sebastian Telfair,18,.300,60,46,.368,125,2,28,30,34,16,327,1,65,.440,.431,OKC,NBA,2014-15,PG,24,10,0,Sebastian Telfair,29,28,2013-14,45,.706,Did Not Play,28
Sebastian Telfair,,,,,,,,29,,,,,,,,,,,,,,,,Sebastian Telfair,,,18,,,134,
Garrett Temple,31,.484,64,13,.351,37,21,23,6,25,44,.436,101,35,.700,50,27,4,NBA,334,6,42,136,Garrett Temple,SG,13,2009-10,27,31,TOT,.500
Garrett Temple,10,.588,17,3,.250,12,7,23,4,12,13,.448,29,16,.667,24,9,0,NBA,118,2,16,45,Garrett Temple,SG,4,2009-10,14,14,HOU,.500
