Player,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,ORB,PF,PTS,Player,Pos,STL,Season,TOV,TRB,Tm,eFG%
Garrett Temple,3,.500,6,0,.000,2,2,23,0,2,3,.375,8,5,1.000,5,5,0,NBA,23,1,1,11,Garrett Temple,SG,1,2009-10,2,3,SAC,.375
Garrett Temple,18,.439,41,10,.435,23,12,23,2,11,28,.438,64,14,.667,21,13,4,NBA,193,3,25,80,Garrett Temple,SG,8,2009-10,11,14,SAS,.516
Garrett Temple,10,.323,31,10,.270,37,32,24,6,22,20,.294,68,7,.412,17,24,0,NBA,230,1,24,57,Garrett Temple,PG-SG,11,2010-11,23,23,TOT,.368
Garrett Temple,1,.250,4,0,.000,1,2,24,1,1,1,.200,5,0,.000,2,3,0,NBA,21,1,2,2,Garrett Temple,SG,1,2010-11,1,2,SAS,.200
Garrett Temple,4,.364,11,3,.300,10,6,24,1,6,7,.333,21,0,.000,4,9,0,NBA,83,0,8,17,Garrett Temple,SG,1,2010-11,2,6,MIL,.405
Garrett Temple,5,.313,16,7,.269,26,24,24,4,15,12,.286,42,7,.636,11,12,0,NBA,126,0,14,38,Garrett Temple,PG,9,2010-11,20,15,CHA,.369
Garrett Temple,26,.325,80,105,.407,258,29,25,123,37,51,1156,36,178,.457,.444,WAS,NBA,2012-13,SG,26,50,17,Garrett Temple,26,94,2011-12,115,.703,Did Not Play (other pro league—Italy),79
Garrett Temple,6,.207,29,51,.362,141,21,94,68,43,75,638,0,112,.383,.402,WAS,NBA,2013-14,SG,30,35,11,Garrett Temple,27,47,61,72,.698,262,45
Garrett Temple,33,.375,88,68,.400,170,24,72,90,48,52,735,18,82,.497,.427,WAS,NBA,2014-15,SG,35,42,9,Garrett Temple,28,66,42,56,.729,138,35
Garrett Temple,10,.263,38,24,.329,73,7,76,39,31,17,277,2,35,.397,.400,WAS,NBA,2015-16,SF,21,13,1,Garrett Temple,29,32,34,16,.677,204,14
Garrett Temple,,,,,,,,26,,,,,,,,,,,,,,,,Garrett Temple,,,8,,,79,
Jason Terry,203,.458,443,46,.293,157,346,22,10,142,249,.415,600,113,.807,140,81,27,NBA,1888,24,133,657,Jason Terry,PG,90,1999-00,156,166,ATL,.453
Jason Terry,472,.448,1053,124,.395,314,403,23,12,227,596,.436,1367,303,.846,358,82,77,NBA,3089,42,204,1619,Jason Terry,SG,104,2000-01,239,269,ATL,.481
Jason Terry,352,.454,775,172,.387,444,444,24,13,230,524,.430,1219,284,.835,340,78,78,NBA,2967,40,156,1504,Jason Terry,SG,144,2001-02,181,270,ATL,.500
Jason Terry,328,.462,710,160,.371,431,600,25,14,242,488,.428,1141,259,.887,292,81,81,NBA,3081,37,175,1395,Jason Terry,PG,126,2002-03,249,279,ATL,.498
Jason Terry,353,.455,775,146,.347,421,437,26,16,287,499,.417,1196,215,.827,260,81,78,NBA,3018,49,192,1359,Jason Terry,PG,124,2003-04,229,336,ATL,.478
Jason Terry,269,.540,498,103,.420,245,429,27,15,150,372,.501,743,146,.844,173,80,57,NBA,2401,38,177,993,Jason Terry,PG,109,2004-05,147,188,DAL,.570
Jason Terry,345,.505,683,171,.411,416,306,28,27,127,516,.470,1099,168,.800,210,80,80,NBA,2798,31,196,1371,Jason Terry,PG,100,2005-06,135,158,DAL,.547
Jason Terry,352,.508,693,162,.438,370,422,29,17,190,514,.484,1063,160,.804,199,81,80,NBA,2846,41,170,1350,Jason Terry,SG,81,2006-07,152,231,DAL,.560
Jason Terry,335,.519,645,136,.375,363,264,30,18,178,471,.467,1008,191,.857,223,82,34,NBA,2579,30,170,1269,Jason Terry,SG,88,2007-08,92,208,DAL,.535
Jason Terry,374,.525,712,167,.366,456,251,31,20,138,541,.463,1168,198,.880,225,74,11,NBA,2491,39,141,1447,Jason Terry,SG,97,2008-09,119,177,DAL,.535
Jason Terry,320,.479,668,136,.365,373,292,32,17,121,456,.438,1041,232,.866,268,77,12,NBA,2540,19,142,1280,Jason Terry,SG,94,2009-10,109,140,DAL,.503
Jason Terry,365,.493,740,127,.362,351,334,33,13,129,492,.451,1091,182,.850,214,82,10,NBA,2564,24,140,1293,Jason Terry,SG,93,2010-11,167,153,DAL,.509
Jason Terry,219,.471,465,138,.378,365,226,34,11,133,357,.430,830,98,.883,111,63,1,NBA,2000,16,69,950,Jason Terry,SG,73,2011-12,127,149,DAL,.513
Jason Terry,158,.498,317,123,.372,331,198,35,11,140,281,.434,648,114,.870,131,79,24,NBA,2124,19,110,799,Jason Terry,SG,66,2012-13,102,159,BOS,.529
Jason Terry,16,.327,49,39,.379,103,56,36,0,33,55,.362,152,10,.667,15,35,0,NBA,570,4,48,159,Jason Terry,PG,13,2013-14,27,37,BRK,.490
Jason Terry,62,.504,123,126,.390,323,147,37,19,106,188,.422,446,39,.813,48,77,18,NBA,1641,15,116,541,Jason Terry,SG,66,2014-15,74,121,HOU,.563
Jason Terry,11,.611,18,21,.368,57,19,38,4,13,32,.427,75,6,.857,7,17,4,NBA,281,2,34,91,Jason Terry,SG,12,2015-16,17,15,HOU,.567
Hasheem Thabeet,77,.588,131,0,NA,0,11,22,89,158,77,.588,131,54,.581,93,68,13,NBA,883,85,162,208,Hasheem Thabeet,C,15,2009-10,43,243,MEM,.588
Hasheem Thabeet,17,.425,40,0,NA,0,4,23,16,51,17,.425,40,19,.543,35,47,0,NBA,373,24,76,53,Hasheem Thabeet,C,9,2010-11,17,75,TOT,.425
Hasheem Thabeet,17,.436,39,0,NA,0,4,23,15,51,17,.436,39,19,.543,35,45,0,NBA,369,24,73,53,Hasheem Thabeet,C,9,2010-11,17,75,MEM,.436
Hasheem Thabeet,0,.000,1,0,NA,0,0,23,1,0,0,.000,1,0,NA,0,2,0,NBA,4,0,3,0,Hasheem Thabeet,C,0,2010-11,0,0,HOU,.000
Hasheem Thabeet,11,.524,21,0,NA,0,0,24,10,26,11,.524,21,13,.650,20,20,3,NBA,139,16,20,35,Hasheem Thabeet,C,1,2011-12,8,42,TOT,.524
Hasheem Thabeet,3,1.000,3,0,NA,0,0,24,2,6,3,1.000,3,0,NA,0,5,0,NBA,23,1,5,6,Hasheem Thabeet,C,0,2011-12,0,7,HOU,1.000
Hasheem Thabeet,8,.444,18,0,NA,0,0,24,8,20,8,.444,18,13,.650,20,15,3,NBA,116,15,15,29,Hasheem Thabeet,C,1,2011-12,8,35,POR,.444
Hasheem Thabeet,64,.604,106,0,NA,0,11,25,60,126,64,.604,106,32,.604,53,66,4,NBA,770,69,148,160,Hasheem Thabeet,C,30,2012-13,41,195,OKC,.604
Hasheem Thabeet,13,.565,23,0,NA,0,1,26,9,31,13,.565,23,1,.200,5,23,0,NBA,192,9,47,27,Hasheem Thabeet,C,4,2013-14,14,40,OKC,.565
Adonis Thomas,5,.556,9,1,.200,5,3,20,0,3,6,.429,14,1,1.000,1,6,1,NBA,37,0,6,14,Adonis Thomas,SF,0,2013-14,1,3,TOT,.464
Adonis Thomas,3,.500,6,0,.000,3,2,20,0,3,3,.333,9,1,1.000,1,4,0,NBA,24,0,2,7,Adonis Thomas,SF,0,2013-14,0,3,ORL,.333
Adonis Thomas,2,.667,3,1,.500,2,1,20,0,0,3,.600,5,0,NA,0,2,1,NBA,13,0,4,7,Adonis Thomas,NA,0,2013-14,1,0,PHI,.700
Isaiah Thomas,173,.491,352,83,.379,219,266,22,8,120,256,.448,571,154,.832,185,65,37,NBA,1656,48,121,749,Isaiah Thomas,PG,53,2011-12,105,168,SAC,.521
Isaiah Thomas,251,.491,511,115,.358,321,316,23,3,132,366,.440,832,253,.882,287,79,62,NBA,2122,29,167,1100,Isaiah Thomas,PG,67,2012-13,140,161,SAC,.509
Isaiah Thomas,369,.504,732,127,.349,364,454,24,8,163,496,.453,1096,346,.850,407,72,54,NBA,2497,47,185,1465,Isaiah Thomas,PG,93,2013-14,213,210,SAC,.510
Isaiah Thomas,206,.457,451,129,.373,346,284,25,5,120,335,.420,797,302,.868,348,67,1,NBA,1726,33,150,1101,Isaiah Thomas,PG,57,2014-15,143,153,TOT,.501
Isaiah Thomas,137,.449,305,81,.391,207,171,25,5,83,218,.426,512,184,.872,211,46,1,NBA,1181,26,105,701,Isaiah Thomas,PG,45,2014-15,89,109,PHO,.505
Isaiah Thomas,69,.473,146,48,.345,139,113,25,0,37,117,.411,285,118,.861,137,21,0,NBA,545,7,45,400,Isaiah Thomas,PG,12,2014-15,54,44,BOS,.495
Isaiah Thomas,104,.491,212,47,.341,138,133,26,0,41,151,.431,350,92,.868,106,21,18,NBA,654,6,37,441,Isaiah Thomas,PG,35,2015-16,51,47,BOS,.499
Lance Thomas,57,.456,125,0,.000,1,12,23,7,77,57,.452,126,52,.839,62,42,10,NBA,630,49,78,166,Lance Thomas,PF,10,2011-12,24,126,NOH,.452
Lance Thomas,53,.500,106,0,NA,0,17,24,7,71,53,.500,106,43,.729,59,59,9,NBA,646,44,78,149,Lance Thomas,SF,11,2012-13,14,115,NOH,.500
Lance Thomas,2,.222,9,0,NA,0,3,25,0,5,2,.222,9,2,.500,4,5,0,NBA,42,2,4,6,Lance Thomas,SF,0,2013-14,2,7,NOP,.222
Lance Thomas,175,.417,420,7,.318,22,69,26,8,130,182,.412,442,72,.727,99,62,37,NBA,1490,65,101,443,Lance Thomas,PF-SF,37,2014-15,74,195,TOT,.420
Lance Thomas,45,.360,125,0,.000,1,20,26,0,47,45,.357,126,23,.697,33,22,13,NBA,450,28,38,113,Lance Thomas,SF,11,2014-15,17,75,OKC,.357
Lance Thomas,130,.441,295,7,.333,21,49,26,8,83,137,.434,316,49,.742,66,40,24,NBA,1040,37,63,330,Lance Thomas,PF,26,2014-15,57,120,NYK,.445
Lance Thomas,45,.495,91,14,.350,40,10,27,1,24,59,.450,131,33,.868,38,22,1,NBA,431,12,33,165,Lance Thomas,SF,4,2015-16,19,36,NYK,.504
Malcolm Thomas,0,.000,3,0,NA,0,1,23,1,2,0,.000,3,1,.500,2,3,0,NBA,15,1,0,1,Malcolm Thomas,PF,1,2011-12,0,3,SAS,.000
Malcolm Thomas,5,.500,10,0,NA,0,4,24,2,11,5,.500,10,5,.625,8,12,0,NBA,57,5,8,15,Malcolm Thomas,PF,2,2012-13,3,16,TOT,.500
Malcolm Thomas,0,.000,1,0,NA,0,2,24,1,5,0,.000,1,3,.750,4,5,0,NBA,21,0,1,3,Malcolm Thomas,PF,0,2012-13,1,5,GSW,.000
Malcolm Thomas,5,.556,9,0,NA,0,2,24,1,6,5,.556,9,2,.500,4,7,0,NBA,36,5,7,12,Malcolm Thomas,PF,2,2012-13,2,11,CHI,.556
Malcolm Thomas,6,.500,12,1,.250,4,2,25,3,16,7,.438,16,0,.000,2,8,0,NBA,63,5,5,15,Malcolm Thomas,PF,0,2013-14,9,21,TOT,.469
Malcolm Thomas,1,.250,4,0,NA,0,0,25,2,8,1,.250,4,0,.000,2,1,0,NBA,15,1,0,2,Malcolm Thomas,PF,0,2013-14,1,9,SAS,.250
Malcolm Thomas,5,.625,8,1,.250,4,2,25,1,8,6,.500,12,0,NA,0,7,0,NBA,48,4,5,13,Malcolm Thomas,PF,0,2013-14,8,12,UTA,.542
Malcolm Thomas,18,.545,33,0,.000,7,7,26,1,40,18,.450,40,9,.692,13,17,0,NBA,194,16,17,45,Malcolm Thomas,PF,3,2014-15,13,56,PHI,.450
Tyrus Thomas,134,.479,280,0,.000,2,40,20,76,180,134,.475,282,106,.606,175,72,4,NBA,966,89,162,374,Tyrus Thomas,PF,46,2006-07,94,269,CHI,.475
Tyrus Thomas,185,.426,434,1,.167,6,90,21,72,240,186,.423,440,129,.741,174,74,27,NBA,1330,102,170,502,Tyrus Thomas,PF,48,2007-08,77,342,CHI,.424
Tyrus Thomas,305,.453,674,3,.333,9,77,22,151,360,308,.451,683,238,.783,304,79,61,NBA,2175,148,220,857,Tyrus Thomas,PF,91,2008-09,129,508,CHI,.453
Tyrus Thomas,194,.465,417,0,.000,3,56,23,85,254,194,.462,420,120,.686,175,54,3,NBA,1220,81,129,508,Tyrus Thomas,PF-C,63,2009-10,92,335,TOT,.462
Tyrus Thomas,99,.485,204,0,.000,1,33,23,48,141,99,.483,205,58,.644,90,29,3,NBA,678,42,64,256,Tyrus Thomas,PF,40,2009-10,52,183,CHI,.483
Tyrus Thomas,95,.446,213,0,.000,2,23,23,37,113,95,.442,215,62,.729,85,25,0,NBA,542,39,65,252,Tyrus Thomas,C,23,2009-10,40,152,CHA,.442
Tyrus Thomas,156,.476,328,0,.000,3,29,24,66,159,156,.471,331,107,.787,136,41,2,NBA,861,65,113,419,Tyrus Thomas,C,30,2010-11,65,224,CHA,.471
Tyrus Thomas,119,.367,324,1,.333,3,35,25,60,151,120,.367,327,63,.759,83,54,30,NBA,1013,49,144,304,Tyrus Thomas,PF,36,2011-12,53,200,CHA,.369
Tyrus Thomas,45,.352,128,3,.375,8,19,26,15,44,48,.353,136,26,.839,31,26,2,NBA,360,16,51,125,Tyrus Thomas,PF,14,2012-13,17,60,CHA,.364
Tyrus Thomas,0,NA,0,1,1.000,1,0,27,0,2,2,7,0,1,1.000,1.000,MEM,NBA,2014-15,PF,2,0,0,Tyrus Thomas,28,0,2013-14,1,1.000,Did Not Play,1
Tyrus Thomas,,,,,,,,0,,,,,,,,,,,,,,,,Tyrus Thomas,,,0,,,4,
Hollis Thompson,104,.507,205,67,.401,167,73,22,12,174,171,.460,372,52,.712,73,77,41,NBA,1742,73,144,461,Hollis Thompson,SF,53,2013-14,60,247,PHI,.550
Hollis Thompson,109,.426,256,115,.401,287,85,23,26,145,224,.413,543,63,.708,89,71,23,NBA,1776,53,141,626,Hollis Thompson,SG,57,2014-15,66,198,PHI,.518
Hollis Thompson,26,.388,67,42,.382,110,33,24,9,70,68,.384,177,20,.741,27,22,2,NBA,602,16,64,198,Hollis Thompson,SG,14,2015-16,31,86,PHI,.503
Jason Thompson,356,.502,709,0,.000,8,93,22,59,372,356,.497,717,198,.692,286,82,56,NBA,2303,234,314,910,Jason Thompson,PF,46,2008-09,146,606,SAC,.497
Jason Thompson,369,.477,774,1,.100,10,124,23,73,413,370,.472,784,198,.715,277,75,58,NBA,2357,224,279,939,Jason Thompson,C,41,2009-10,139,637,SAC,.473
Jason Thompson,271,.510,531,0,.000,3,88,24,44,310,271,.507,534,121,.605,200,75,39,NBA,1748,144,212,663,Jason Thompson,PF,28,2010-11,99,454,SAC,.507
Jason Thompson,237,.537,441,0,.000,2,79,25,44,277,237,.535,443,109,.602,181,64,47,NBA,1657,166,149,583,Jason Thompson,PF,43,2011-12,68,443,SAC,.535
Jason Thompson,374,.504,742,0,.000,3,84,26,61,377,374,.502,745,143,.694,206,82,81,NBA,2285,172,227,891,Jason Thompson,PF,48,2012-13,101,549,SAC,.502
Jason Thompson,251,.506,496,0,NA,0,53,27,56,374,251,.506,496,84,.579,145,82,61,NBA,2007,153,251,586,Jason Thompson,PF,32,2013-14,95,527,SAC,.506
Jason Thompson,201,.471,427,0,.000,1,85,28,57,391,201,.470,428,89,.622,143,81,63,NBA,1991,139,239,491,Jason Thompson,PF,33,2014-15,84,530,SAC,.470
Jason Thompson,8,.421,19,0,NA,0,7,29,3,17,8,.421,19,1,.500,2,11,0,NBA,64,6,12,17,Jason Thompson,C,2,2015-16,4,23,GSW,.421
Klay Thompson,207,.460,450,111,.414,268,133,21,20,137,318,.443,718,79,.868,91,66,29,NBA,1608,24,155,826,Klay Thompson,SG,49,2011-12,103,161,GSW,.520
Klay Thompson,297,.437,679,211,.401,526,183,22,45,274,508,.422,1205,132,.841,157,82,82,NBA,2936,32,237,1359,Klay Thompson,SG,86,2012-13,157,306,GSW,.509
Klay Thompson,336,.464,724,223,.417,535,181,23,37,211,559,.444,1259,147,.795,185,81,81,NBA,2868,38,234,1488,Klay Thompson,SG,74,2013-14,135,249,GSW,.533
Klay Thompson,363,.481,754,239,.439,545,222,24,60,220,602,.463,1299,225,.879,256,77,77,NBA,2455,27,122,1668,Klay Thompson,SG,87,2014-15 ★,149,247,GSW,.555
Klay Thompson,74,.484,153,58,.420,138,49,25,19,65,132,.454,291,39,.848,46,21,21,NBA,661,7,47,361,Klay Thompson,SG,11,2015-16,40,72,GSW,.553
Tristan Thompson,194,.441,440,0,.000,2,27,20,62,202,194,.439,442,106,.552,192,60,25,NBA,1424,187,134,494,Tristan Thompson,PF,27,2011-12,81,389,CLE,.439
Tristan Thompson,390,.490,796,0,.000,3,108,21,71,467,390,.488,799,177,.608,291,82,82,NBA,2564,306,234,957,Tristan Thompson,PF,60,2012-13,123,773,CLE,.488
Tristan Thompson,363,.478,760,0,.000,1,72,22,35,485,363,.477,761,235,.693,339,82,82,NBA,2594,269,188,961,Tristan Thompson,PF,42,2013-14,108,754,CLE,.477
Tristan Thompson,267,.547,488,0,NA,0,39,23,61,383,267,.547,488,159,.641,248,82,15,NBA,2194,274,189,693,Tristan Thompson,PF,34,2014-15,83,657,CLE,.547
Tristan Thompson,63,.548,115,0,NA,0,19,24,11,145,63,.548,115,25,.510,49,20,3,NBA,551,57,55,151,Tristan Thompson,PF,10,2015-16,19,202,CLE,.548
Marcus Thornton,281,.493,570,117,.374,313,114,22,11,139,398,.451,883,144,.814,177,73,17,NBA,1872,72,127,1057,Marcus Thornton,SG,58,2009-10,76,211,NOH,.517
Marcus Thornton,262,.462,567,88,.367,240,135,23,9,197,350,.434,807,145,.788,184,73,23,NBA,1775,61,110,933,Marcus Thornton,SG,64,2010-11,93,258,TOT,.488
Marcus Thornton,102,.423,241,35,.376,93,43,23,4,106,137,.410,334,50,.758,66,46,0,NBA,745,25,50,359,Marcus Thornton,SG,19,2010-11,37,131,NOH,.463
Marcus Thornton,160,.491,326,53,.361,147,92,23,5,91,213,.450,473,95,.805,118,27,23,NBA,1030,36,60,574,Marcus Thornton,SG,45,2010-11,56,127,SAC,.506
Marcus Thornton,245,.497,493,107,.345,310,98,24,12,104,352,.438,803,141,.865,163,51,51,NBA,1780,84,111,952,Marcus Thornton,SG,71,2011-12,84,188,SAC,.505
Marcus Thornton,191,.484,395,141,.372,379,91,25,4,131,332,.429,774,111,.881,126,72,8,NBA,1726,50,105,916,Marcus Thornton,SG,61,2012-13,68,181,SAC,.520
Marcus Thornton,143,.443,323,109,.345,316,77,26,11,141,252,.394,639,90,.804,112,72,27,NBA,1741,57,110,703,Marcus Thornton,SG,58,2013-14,67,198,TOT,.480
Marcus Thornton,85,.438,194,57,.318,179,47,26,8,85,142,.381,373,42,.808,52,46,26,NBA,1121,39,74,383,Marcus Thornton,SG,31,2013-14,38,124,SAC,.457
Marcus Thornton,58,.450,129,52,.380,137,30,26,3,56,110,.414,266,48,.800,60,26,1,NBA,620,18,36,320,Marcus Thornton,SG,27,2013-14,29,74,BRK,.511
Marcus Thornton,86,.426,202,54,.378,143,36,27,7,63,140,.406,345,46,.821,56,48,0,NBA,721,23,38,380,Marcus Thornton,SG,27,2014-15,27,86,TOT,.484
Marcus Thornton,75,.414,181,52,.419,124,34,27,7,54,127,.416,305,42,.824,51,39,0,NBA,640,19,35,348,Marcus Thornton,SG,21,2014-15,22,73,BOS,.502
Marcus Thornton,11,.524,21,2,.105,19,2,27,0,9,13,.325,40,4,.800,5,9,0,NBA,81,4,3,32,Marcus Thornton,SG,6,2014-15,5,13,PHO,.350
Marcus Thornton,46,.479,96,31,.341,91,26,28,1,39,77,.412,187,8,.800,10,19,6,NBA,404,18,27,193,Marcus Thornton,SG,16,2015-16,13,57,HOU,.495
Jamaal Tinsley,247,.422,585,42,.240,175,647,23,40,220,289,.380,760,131,.704,186,80,78,NBA,2442,78,248,751,Jamaal Tinsley,PG,138,2001-02,270,298,IND,.408
Jamaal Tinsley,174,.446,390,46,.277,166,548,24,18,202,220,.396,556,80,.714,112,73,69,NBA,2237,58,201,566,Jamaal Tinsley,PG,125,2002-03,192,260,IND,.437
Jamaal Tinsley,76,.466,163,77,.372,207,303,25,17,108,153,.414,370,49,.731,67,52,43,NBA,1378,28,132,432,Jamaal Tinsley,PG,84,2003-04,110,136,IND,.518
Jamaal Tinsley,160,.437,366,58,.372,156,257,26,12,134,218,.418,522,122,.744,164,40,40,NBA,1301,26,112,616,Jamaal Tinsley,PG,81,2004-05,134,160,IND,.473
Jamaal Tinsley,142,.449,316,16,.229,70,211,27,6,98,158,.409,386,58,.637,91,42,27,NBA,1122,35,96,390,Jamaal Tinsley,PG,49,2005-06,109,133,IND,.430
Jamaal Tinsley,285,.409,696,61,.316,193,494,28,25,180,346,.389,889,172,.720,239,72,72,NBA,2243,60,190,925,Jamaal Tinsley,PG,117,2006-07,200,240,IND,.424
Jamaal Tinsley,136,.422,322,40,.284,141,326,29,10,117,176,.380,463,72,.720,100,39,36,NBA,1293,24,97,464,Jamaal Tinsley,PG,66,2007-08,130,141,IND,.423
Jamaal Tinsley,7,.179,39,52,.371,140,11,30,66,27,38,589,1,101,.396,.446,MEM,NBA,2009-10,PG,22,33,5,Jamaal Tinsley,31,55,2008-09,108,.815,Did Not Play,45
Jamaal Tinsley,57,.404,141,37,507,1,13,67,.765,.452,UTA,PG,NBA,37,47,.270,Did Not Play,2011-12,2010-11,33,104,39,45,Jamaal Tinsley,32,17,63,6,.440,133,10
Jamaal Tinsley,86,.368,234,66,1221,32,18,17,.692,.439,UTA,PG,NBA,127,47,.307,137,2012-13,52,34,107,98,115,Jamaal Tinsley,47,26,123,17,.451,8,39
Jamaal Tinsley,4,.200,20,8,110,5,0,64,NA,.600,UTA,PG,NBA,15,3,.067,229,2013-14,106,35,5,9,11,Jamaal Tinsley,106,0,290,2,.225,14,1
Jamaal Tinsley,,,,,,,,2,,,,,,,,,9,,9,,,,,Jamaal Tinsley,10,,23,,,0,
Anthony Tolliver,10,.417,24,9,.220,41,17,23,1,29,19,.292,65,5,.500,10,19,0,NBA,208,12,16,52,Anthony Tolliver,PF,5,2008-09,7,41,SAS,.362
Anthony Tolliver,143,.481,297,50,.329,152,87,24,33,236,193,.430,449,103,.769,134,46,29,NBA,1427,84,128,539,Anthony Tolliver,PF,32,2009-10,46,320,TOT,.486
Anthony Tolliver,0,NA,0,0,.000,1,0,24,0,1,0,.000,1,0,NA,0,2,0,NBA,4,0,1,0,Anthony Tolliver,PF,0,2009-10,0,1,POR,.000
Anthony Tolliver,143,.481,297,50,.331,151,87,24,33,235,193,.431,448,103,.769,134,44,29,NBA,1423,84,127,539,Anthony Tolliver,PF,32,2009-10,46,319,GSW,.487
Anthony Tolliver,94,.475,198,47,.409,115,82,25,28,203,141,.450,313,105,.802,131,65,4,NBA,1362,92,145,434,Anthony Tolliver,SF,28,2010-11,49,295,MIN,.526
Anthony Tolliver,46,.568,81,25,.248,101,22,26,19,103,71,.390,182,41,.745,55,51,0,NBA,882,50,86,208,Anthony Tolliver,SF,18,2011-12,35,153,MIN,.459
Anthony Tolliver,37,.446,83,45,.338,133,32,27,12,124,82,.380,216,44,.863,51,62,11,NBA,963,31,66,253,Anthony Tolliver,SF,15,2012-13,36,155,ATL,.484
Anthony Tolliver,27,.450,60,102,.413,247,42,28,15,135,129,.420,307,33,.805,41,64,9,NBA,1298,33,82,393,Anthony Tolliver,PF,19,2013-14,23,168,CHA,.586
Anthony Tolliver,55,.534,103,106,.366,290,59,29,16,185,161,.410,393,54,.783,69,76,11,NBA,1432,51,137,482,Anthony Tolliver,PF,24,2014-15,51,236,TOT,.545
Anthony Tolliver,2,.167,12,24,.387,62,10,29,1,38,26,.351,74,4,.667,6,24,0,NBA,272,6,20,80,Anthony Tolliver,PF,4,2014-15,11,44,PHO,.514
Anthony Tolliver,53,.582,91,82,.360,228,49,29,15,147,135,.423,319,50,.794,63,52,11,NBA,1160,45,117,402,Anthony Tolliver,PF,20,2014-15,40,192,DET,.552
Anthony Tolliver,7,.318,22,26,.329,79,15,30,6,63,33,.327,101,6,.462,13,21,0,NBA,434,14,29,98,Anthony Tolliver,PF,10,2015-16,6,77,DET,.455
Karl-Anthony Towns,116,.532,218,7,.467,15,19,20,43,139,123,.528,233,42,.824,51,20,20,NBA,556,43,61,295,Karl-Anthony Towns,C,14,2015-16,42,182,MIN,.543
Nikoloz Tskitishvili,78,.324,241,37,.243,152,91,19,29,117,115,.293,393,48,.738,65,81,16,NBA,1320,64,136,315,Nikoloz Tskitishvili,SF,31,2002-03,84,181,DEN,.340
Nikoloz Tskitishvili,37,.333,111,3,.273,11,10,20,8,39,40,.328,122,23,.793,29,39,0,NBA,307,24,50,106,Nikoloz Tskitishvili,PF,6,2003-04,17,63,DEN,.340
Nikoloz Tskitishvili,20,.351,57,2,.118,17,10,21,11,29,22,.297,74,4,.571,7,35,0,NBA,220,12,33,50,Nikoloz Tskitishvili,PF,8,2004-05,19,41,TOT,.311
Nikoloz Tskitishvili,15,.341,44,0,.000,7,4,21,8,18,15,.294,51,4,.571,7,23,0,NBA,158,11,24,34,Nikoloz Tskitishvili,PF,8,2004-05,14,29,DEN,.294
Nikoloz Tskitishvili,5,.385,13,2,.200,10,6,21,3,11,7,.304,23,0,NA,0,12,0,NBA,62,1,9,16,Nikoloz Tskitishvili,PF,0,2004-05,5,12,GSW,.348
Nikoloz Tskitishvili,12,.353,34,1,.333,3,3,22,2,13,13,.351,37,9,.643,14,17,0,NBA,99,9,8,36,Nikoloz Tskitishvili,SF-PF,1,2005-06,6,22,TOT,.365
Nikoloz Tskitishvili,1,.250,4,0,NA,0,0,22,0,2,1,.250,4,1,.500,2,5,0,NBA,13,0,0,3,Nikoloz Tskitishvili,PF,0,2005-06,2,2,MIN,.250
Nikoloz Tskitishvili,11,.367,30,1,.333,3,3,22,2,11,12,.364,33,8,.667,12,12,0,NBA,86,9,8,33,Nikoloz Tskitishvili,SF,1,2005-06,4,20,PHO,.379
P.J. Tucker,11,.500,22,0,NA,0,3,21,0,12,11,.500,22,8,.571,14,17,0,NBA,83,11,12,30,P.J. Tucker,SF,2,2006-07,6,23,TOR,.500
P.J. Tucker,Did Not Play (other pro league—Germany),27,2012-13,"Did Not Play (other pro league—Greece, Italy)",26,2011-12,444,22,22,1910,"Did Not Play (other pro league—Ukraine, Israel)",25,2010-11,NBA,79,SG,Did Not Play (other pro league—Ukraine),2009-10,2008-09,24,45,.314,188,P.J. Tucker,23,.473,2007-08,70,210,Did Not Play (other pro league—Israel),PHO
P.J. Tucker,506,28,2013-14,19,145,67,615,.503,74,2490,350,62,109,NBA,81,SF,.744,132,64,218,81,.387,191,P.J. Tucker,86,.431,374,191,265,.498,PHO
P.J. Tucker,760,29,2014-15,23,204,102,596,.450,87,2383,529,110,141,NBA,78,SF,.776,161,156,368,63,.345,174,P.J. Tucker,201,.438,424,252,261,.491,PHO
P.J. Tucker,713,30,2015-16,23,179,96,118,.506,13,589,502,107,122,NBA,22,SF,.727,114,104,388,22,.283,36,P.J. Tucker,143,.415,344,46,49,.511,PHO
P.J. Tucker,132,,,2,50,32,,.500,,,112,23,26,,,,.724,35,21,77,,,,P.J. Tucker,29,,72,,,.470,
Ronny Turiaf,15,.500,30,0,NA,0,8,23,10,26,15,.500,30,15,.556,27,23,1,NBA,161,11,30,45,Ronny Turiaf,C,3,2005-06,7,37,LAL,.500
Ronny Turiaf,147,.551,267,0,.000,1,63,24,78,171,147,.549,268,89,.664,134,72,1,NBA,1087,88,202,383,Ronny Turiaf,C,17,2006-07,52,259,LAL,.549
Ronny Turiaf,188,.475,396,0,.000,1,128,25,108,211,188,.474,397,140,.753,186,78,21,NBA,1458,95,199,516,Ronny Turiaf,C,28,2007-08,72,306,LAL,.474
Ronny Turiaf,186,.512,363,0,.000,3,166,26,168,272,186,.508,366,98,.790,124,79,26,NBA,1696,88,243,470,Ronny Turiaf,C,34,2008-09,70,360,GSW,.508
