Player,Player,Salary,Season
Johan Petro,Johan Petro,"$3,250,000",2010-11
Johan Petro,Johan Petro,"$3,250,000",2011-12
Johan Petro,Johan Petro,"$3,500,000",2012-13
Paul Pierce,Paul Pierce,"$1,165,000",1998-99
Paul Pierce,Paul Pierce,"$1,503,960",1999-00
Paul Pierce,Paul Pierce,"$1,608,840",2000-01
Paul Pierce,Paul Pierce,"$2,051,271",2001-02
Paul Pierce,Paul Pierce,"$10,067,750",2002-03
Paul Pierce,Paul Pierce,"$11,326,219",2003-04
Paul Pierce,Paul Pierce,"$12,584,688",2004-05
Paul Pierce,Paul Pierce,"$13,843,156",2005-06
Paul Pierce,Paul Pierce,"$15,101,625",2006-07
Paul Pierce,Paul Pierce,"$16,360,094",2007-08
Paul Pierce,Paul Pierce,"$18,077,903",2008-09
Paul Pierce,Paul Pierce,"$19,795,712",2009-10
Paul Pierce,Paul Pierce,"$13,876,321",2010-11
Paul Pierce,Paul Pierce,"$15,333,334",2011-12
Paul Pierce,Paul Pierce,"$16,790,345",2012-13
Paul Pierce,Paul Pierce,"$15,333,334",2013-14
Paul Pierce,Paul Pierce,"$5,305,000",2014-15
Mickael Pietrus,Mickael Pietrus,"$1,527,946",2003-04
Mickael Pietrus,Mickael Pietrus,"$1,785,960",2004-05
Mickael Pietrus,Mickael Pietrus,"$1,910,520",2005-06
Mickael Pietrus,Mickael Pietrus,"$2,535,260",2006-07
Mickael Pietrus,Mickael Pietrus,"$3,470,770",2007-08
Mickael Pietrus,Mickael Pietrus,"$5,300,000",2008-09
Mickael Pietrus,Mickael Pietrus,"$5,300,000",2009-10
Mickael Pietrus,Mickael Pietrus,"$5,300,000",2010-11
Mickael Pietrus,Mickael Pietrus,"$5,300,000",2011-12
Mickael Pietrus,Mickael Pietrus,"$1,223,166",2011-12
Mickael Pietrus,Mickael Pietrus,"$1,005,097",2012-13
Dexter Pittman,Dexter Pittman,"$473,604",2010-11
Dexter Pittman,Dexter Pittman,"$762,195",2011-12
Dexter Pittman,Dexter Pittman,"$854,389",2012-13
Mason Plumlee,Mason Plumlee,"$1,298,640",2013-14
Mason Plumlee,Mason Plumlee,"$1,357,080",2014-15
Miles Plumlee,Miles Plumlee,"$1,073,280",2012-13
Miles Plumlee,Miles Plumlee,"$1,121,520",2013-14
Miles Plumlee,Miles Plumlee,"$1,169,880",2014-15
Quincy Pondexter,Quincy Pondexter,"$1,073,280",2010-11
Quincy Pondexter,Quincy Pondexter,"$1,153,800",2011-12
Quincy Pondexter,Quincy Pondexter,"$1,234,320",2012-13
Quincy Pondexter,Quincy Pondexter,"$2,225,479",2013-14
Quincy Pondexter,Quincy Pondexter,"$3,146,068",2014-15
Otto Porter,Otto Porter,"$4,278,000",2013-14
Otto Porter,Otto Porter,"$4,470,480",2014-15
Dwight Powell,Dwight Powell,"$507,336",2014-15
Josh Powell,Josh Powell,"$398,762",2005-06
Josh Powell,Josh Powell,"$744,551",2006-07
Josh Powell,Josh Powell,"$800,000",2007-08
Josh Powell,Josh Powell,"$854,957",2008-09
Josh Powell,Josh Powell,"$959,111",2009-10
Josh Powell,Josh Powell,"$1,069,609",2010-11
Phil Pressey,Phil Pressey,"$816,482",2014-15
A.J. Price,A.J. Price,"$457,588",2009-10
A.J. Price,A.J. Price,"$762,195",2010-11
A.J. Price,A.J. Price,"$854,389",2011-12
A.J. Price,A.J. Price,"$885,120",2012-13
A.J. Price,A.J. Price,"$62,552",2014-15
Ronnie Price,Ronnie Price,"$398,762",2005-06
Ronnie Price,Ronnie Price,"$664,209",2006-07
Ronnie Price,Ronnie Price,"$1,100,000",2007-08
Ronnie Price,Ronnie Price,"$1,188,000",2008-09
Ronnie Price,Ronnie Price,"$1,250,000",2009-10
Ronnie Price,Ronnie Price,"$1,380,000",2010-11
Ronnie Price,Ronnie Price,"$1,069,509",2011-12
Ronnie Price,Ronnie Price,"$1,265,977",2013-14
Ronnie Price,Ronnie Price,"$1,316,809",2014-15
Pablo Prigioni,Pablo Prigioni,"$473,604",2012-13
Pablo Prigioni,Pablo Prigioni,"$1,591,350",2013-14
Pablo Prigioni,Pablo Prigioni,"$1,662,961",2014-15
Tayshaun Prince,Tayshaun Prince,"$903,360",2002-03
Tayshaun Prince,Tayshaun Prince,"$971,160",2003-04
Tayshaun Prince,Tayshaun Prince,"$1,038,960",2004-05
Tayshaun Prince,Tayshaun Prince,"$1,763,115",2005-06
Tayshaun Prince,Tayshaun Prince,"$7,851,240",2006-07
Tayshaun Prince,Tayshaun Prince,"$8,675,620",2007-08
Tayshaun Prince,Tayshaun Prince,"$9,500,000",2008-09
Tayshaun Prince,Tayshaun Prince,"$10,324,380",2009-10
Tayshaun Prince,Tayshaun Prince,"$11,148,760",2010-11
Tayshaun Prince,Tayshaun Prince,"$6,292,135",2011-12
Tayshaun Prince,Tayshaun Prince,"$6,764,045",2012-13
Tayshaun Prince,Tayshaun Prince,"$7,235,955",2013-14
Tayshaun Prince,Tayshaun Prince,"$7,707,865",2014-15
Miroslav Raduljica,Miroslav Raduljica,"$300,000",2014-15
Miroslav Raduljica,Miroslav Raduljica,"$96,100",2014-15
Julius Randle,Julius Randle,"$2,997,360",2014-15
Anthony Randolph,Anthony Randolph,"$1,709,280",2008-09
Anthony Randolph,Anthony Randolph,"$1,837,560",2009-10
Anthony Randolph,Anthony Randolph,"$1,965,720",2010-11
Anthony Randolph,Anthony Randolph,"$2,911,231",2011-12
Anthony Randolph,Anthony Randolph,"$1,674,641",2012-13
Anthony Randolph,Anthony Randolph,"$1,750,000",2013-14
Anthony Randolph,Anthony Randolph,"$1,825,359",2014-15
Shavlik Randolph,Shavlik Randolph,"$398,762",2005-06
Shavlik Randolph,Shavlik Randolph,"$1,000,000",2006-07
Shavlik Randolph,Shavlik Randolph,"$1,080,000",2007-08
Shavlik Randolph,Shavlik Randolph,"$826,269",2008-09
Shavlik Randolph,Shavlik Randolph,"$255,054",2009-10
Shavlik Randolph,Shavlik Randolph,"$88,488",2009-10
Shavlik Randolph,Shavlik Randolph,"$1,227,985",2014-15
Zach Randolph,Zach Randolph,"$1,019,280",2001-02
Zach Randolph,Zach Randolph,"$1,095,720",2002-03
Zach Randolph,Zach Randolph,"$1,172,160",2003-04
Zach Randolph,Zach Randolph,"$1,504,272",2004-05
Zach Randolph,Zach Randolph,"$10,666,667",2005-06
Zach Randolph,Zach Randolph,"$12,000,000",2006-07
Zach Randolph,Zach Randolph,"$13,333,333",2007-08
Zach Randolph,Zach Randolph,"$14,666,667",2008-09
Zach Randolph,Zach Randolph,"$16,000,000",2009-10
Zach Randolph,Zach Randolph,"$17,666,666",2010-11
Zach Randolph,Zach Randolph,"$15,200,000",2011-12
Zach Randolph,Zach Randolph,"$16,500,000",2012-13
Zach Randolph,Zach Randolph,"$17,800,000",2013-14
Zach Randolph,Zach Randolph,"$16,500,000",2014-15
J.J. Redick,J.J. Redick,"$1,860,720",2006-07
J.J. Redick,J.J. Redick,"$2,000,160",2007-08
J.J. Redick,J.J. Redick,"$2,139,720",2008-09
J.J. Redick,J.J. Redick,"$2,839,408",2009-10
J.J. Redick,J.J. Redick,"$7,250,000",2010-11
J.J. Redick,J.J. Redick,"$6,750,000",2011-12
J.J. Redick,J.J. Redick,"$6,190,000",2012-13
J.J. Redick,J.J. Redick,"$6,300,000",2013-14
J.J. Redick,J.J. Redick,"$6,583,500",2014-15
Glen Rice,Glen Rice,"$400,000",2014-15
Luke Ridnour,Luke Ridnour,"$1,424,400",2003-04
Luke Ridnour,Luke Ridnour,"$1,531,200",2004-05
Luke Ridnour,Luke Ridnour,"$1,638,000",2005-06
Luke Ridnour,Luke Ridnour,"$2,425,878",2006-07
Luke Ridnour,Luke Ridnour,"$6,500,000",2007-08
Luke Ridnour,Luke Ridnour,"$6,500,000",2008-09
Luke Ridnour,Luke Ridnour,"$6,500,000",2009-10
Luke Ridnour,Luke Ridnour,"$4,000,000",2010-11
Luke Ridnour,Luke Ridnour,"$3,680,000",2011-12
Luke Ridnour,Luke Ridnour,"$4,000,000",2012-13
Luke Ridnour,Luke Ridnour,"$4,320,000",2013-14
Luke Ridnour,Luke Ridnour,"$2,750,000",2014-15
Austin Rivers,Austin Rivers,"$2,238,360",2012-13
Austin Rivers,Austin Rivers,"$2,339,040",2013-14
Austin Rivers,Austin Rivers,"$2,439,840",2014-15
Andre Roberson,Andre Roberson,"$1,110,840",2013-14
Andre Roberson,Andre Roberson,"$1,160,880",2014-15
Brian Roberts,Brian Roberts,"$473,604",2012-13
Brian Roberts,Brian Roberts,"$788,872",2013-14
Brian Roberts,Brian Roberts,"$2,732,000",2014-15
Nate Robinson,Nate Robinson,"$1,102,680",2005-06
Nate Robinson,Nate Robinson,"$1,185,480",2006-07
Nate Robinson,Nate Robinson,"$1,268,160",2007-08
Nate Robinson,Nate Robinson,"$2,020,179",2008-09
Nate Robinson,Nate Robinson,"$4,000,000",2009-10
Nate Robinson,Nate Robinson,"$4,200,000",2010-11
Nate Robinson,Nate Robinson,"$4,500,000",2011-12
Nate Robinson,Nate Robinson,"$983,307",2011-12
Nate Robinson,Nate Robinson,"$1,146,337",2012-13
Nate Robinson,Nate Robinson,"$2,016,000",2013-14
Nate Robinson,Nate Robinson,"$2,106,720",2014-15
Nate Robinson,Nate Robinson,"$154,918",2014-15
Thomas Robinson,Thomas Robinson,"$3,374,640",2012-13
Thomas Robinson,Thomas Robinson,"$3,526,440",2013-14
Thomas Robinson,Thomas Robinson,"$3,678,360",2014-15
Glenn Robinson III,Glenn Robinson III,"$507,336",2014-15
Rajon Rondo,Rajon Rondo,"$1,143,600",2006-07
Rajon Rondo,Rajon Rondo,"$1,229,280",2007-08
Rajon Rondo,Rajon Rondo,"$1,315,080",2008-09
Rajon Rondo,Rajon Rondo,"$2,094,922",2009-10
Rajon Rondo,Rajon Rondo,"$9,090,911",2010-11
Rajon Rondo,Rajon Rondo,"$10,045,455",2011-12
Rajon Rondo,Rajon Rondo,"$11,000,000",2012-13
Rajon Rondo,Rajon Rondo,"$11,954,545",2013-14
Rajon Rondo,Rajon Rondo,"$12,909,091",2014-15
Derrick Rose,Derrick Rose,"$4,822,800",2008-09
Derrick Rose,Derrick Rose,"$5,184,480",2009-10
Derrick Rose,Derrick Rose,"$5,546,160",2010-11
Derrick Rose,Derrick Rose,"$6,993,708",2011-12
Derrick Rose,Derrick Rose,"$16,402,500",2012-13
Derrick Rose,Derrick Rose,"$17,632,688",2013-14
Derrick Rose,Derrick Rose,"$18,862,875",2014-15
Terrence Ross,Terrence Ross,"$2,563,320",2012-13
Terrence Ross,Terrence Ross,"$2,678,640",2013-14
Terrence Ross,Terrence Ross,"$2,793,960",2014-15
Ricky Rubio,Ricky Rubio,"$3,480,120",2011-12
Ricky Rubio,Ricky Rubio,"$3,741,120",2012-13
Ricky Rubio,Ricky Rubio,"$4,002,120",2013-14
Ricky Rubio,Ricky Rubio,"$5,070,686",2014-15
Damjan Rudez,Damjan Rudez,"$1,100,000",2014-15
Brandon Rush,Brandon Rush,"$1,799,160",2008-09
Brandon Rush,Brandon Rush,"$1,934,160",2009-10
Brandon Rush,Brandon Rush,"$2,069,049",2010-11
Brandon Rush,Brandon Rush,"$2,956,658",2011-12
Brandon Rush,Brandon Rush,"$4,000,000",2012-13
Brandon Rush,Brandon Rush,"$4,000,000",2013-14
Brandon Rush,Brandon Rush,"$1,145,685",2014-15
Robert Sacre,Robert Sacre,"$473,604",2012-13
Robert Sacre,Robert Sacre,"$788,872",2013-14
Robert Sacre,Robert Sacre,"$915,243",2014-15
John Salmons,John Salmons,"$670,800",2002-03
John Salmons,John Salmons,"$865,320",2003-04
John Salmons,John Salmons,"$925,680",2004-05
John Salmons,John Salmons,"$1,669,001",2005-06
John Salmons,John Salmons,"$4,400,000",2006-07
John Salmons,John Salmons,"$4,752,000",2007-08
John Salmons,John Salmons,"$5,104,000",2008-09
John Salmons,John Salmons,"$5,456,000",2009-10
John Salmons,John Salmons,"$8,000,000",2010-11
John Salmons,John Salmons,"$8,500,000",2011-12
John Salmons,John Salmons,"$8,083,000",2012-13
John Salmons,John Salmons,"$7,583,000",2013-14
John Salmons,John Salmons,"$2,000,000",2014-15
John Salmons,John Salmons,"$1,000,000",2014-15
JaKarr Sampson,JaKarr Sampson,"$507,336",2014-15
Dennis Schroder,Dennis Schroder,"$1,348,200",2013-14
Dennis Schroder,Dennis Schroder,"$1,690,680",2014-15
Luis Scola,Luis Scola,"$2,910,000",2007-08
Luis Scola,Luis Scola,"$3,100,667",2008-09
Luis Scola,Luis Scola,"$3,375,600",2009-10
Luis Scola,Luis Scola,"$7,775,378",2010-11
Luis Scola,Luis Scola,"$8,591,793",2011-12
Luis Scola,Luis Scola,"$5,259,697",2012-13
Luis Scola,Luis Scola,"$4,148,510",2012-13
Luis Scola,Luis Scola,"$4,508,504",2013-14
Luis Scola,Luis Scola,"$6,541,000",2014-15
Luis Scola,Luis Scola,"$6,172,538",2014-15
Luis Scola,Luis Scola,"$4,868,499",2014-15
Mike Scott,Mike Scott,"$473,604",2012-13
Mike Scott,Mike Scott,"$788,872",2013-14
Mike Scott,Mike Scott,"$3,333,333",2014-15
Thabo Sefolosha,Thabo Sefolosha,"$1,679,280",2006-07
Thabo Sefolosha,Thabo Sefolosha,"$1,805,160",2007-08
Thabo Sefolosha,Thabo Sefolosha,"$1,931,160",2008-09
Thabo Sefolosha,Thabo Sefolosha,"$2,759,628",2009-10
Thabo Sefolosha,Thabo Sefolosha,"$3,250,000",2010-11
Thabo Sefolosha,Thabo Sefolosha,"$3,300,000",2011-12
Thabo Sefolosha,Thabo Sefolosha,"$3,600,000",2012-13
Thabo Sefolosha,Thabo Sefolosha,"$3,900,000",2013-14
Thabo Sefolosha,Thabo Sefolosha,"$4,150,000",2014-15
Kevin Seraphin,Kevin Seraphin,"$1,563,120",2010-11
Kevin Seraphin,Kevin Seraphin,"$1,680,360",2011-12
Kevin Seraphin,Kevin Seraphin,"$1,797,600",2012-13
Kevin Seraphin,Kevin Seraphin,"$2,761,114",2013-14
Kevin Seraphin,Kevin Seraphin,"$3,898,692",2014-15
Ramon Sessions,Ramon Sessions,"$427,163",2007-08
Ramon Sessions,Ramon Sessions,"$722,517",2008-09
Ramon Sessions,Ramon Sessions,"$3,670,667",2009-10
Ramon Sessions,Ramon Sessions,"$3,964,320",2010-11
Ramon Sessions,Ramon Sessions,"$4,257,973",2011-12
Ramon Sessions,Ramon Sessions,"$5,000,000",2012-13
Ramon Sessions,Ramon Sessions,"$5,000,000",2013-14
Ramon Sessions,Ramon Sessions,"$2,077,000",2014-15
Mustafa Shakur,Mustafa Shakur,"$5,450",2007-08
Mustafa Shakur,Mustafa Shakur,"$89,670",2010-11
Tornike Shengelia,Tornike Shengelia,"$473,604",2012-13
Tornike Shengelia,Tornike Shengelia,"$788,872",2013-14
Tornike Shengelia,Tornike Shengelia,NBA,2014-15
Iman Shumpert,Iman Shumpert,"$1,563,120",2011-12
Iman Shumpert,Iman Shumpert,"$1,680,360",2012-13
Iman Shumpert,Iman Shumpert,"$1,703,760",2013-14
Iman Shumpert,Iman Shumpert,"$2,616,975",2014-15
Alexey Shved,Alexey Shved,"$2,934,610",2012-13
Alexey Shved,Alexey Shved,"$3,150,000",2013-14
Alexey Shved,Alexey Shved,"$3,282,056",2014-15
Henry Sims,Henry Sims,"$915,243",2014-15
Kyle Singler,Kyle Singler,"$1,000,000",2012-13
Kyle Singler,Kyle Singler,"$1,045,000",2013-14
Kyle Singler,Kyle Singler,"$1,090,000",2014-15
Chris Singleton,Chris Singleton,"$1,485,000",2011-12
Chris Singleton,Chris Singleton,"$1,596,360",2012-13
Chris Singleton,Chris Singleton,"$1,618,680",2013-14
Peyton Siva,Peyton Siva,"$100,000",2014-15
Donald Sloan,Donald Sloan,"$122,237",2011-12
Donald Sloan,Donald Sloan,"$76,392",2011-12
Donald Sloan,Donald Sloan,"$251,076",2012-13
Donald Sloan,Donald Sloan,"$44,835",2012-13
Donald Sloan,Donald Sloan,"$884,293",2013-14
Donald Sloan,Donald Sloan,"$948,163",2014-15
Marcus Smart,Marcus Smart,"$3,283,320",2014-15
Greg Smith,Greg Smith,"$301,733",2011-12
Greg Smith,Greg Smith,"$762,195",2012-13
Greg Smith,Greg Smith,"$884,293",2013-14
Greg Smith,Greg Smith,"$948,163",2014-15
Ish Smith,Ish Smith,"$473,604",2010-11
Ish Smith,Ish Smith,"$522,486",2011-12
Ish Smith,Ish Smith,"$116,768",2011-12
Ish Smith,Ish Smith,"$854,389",2012-13
Ish Smith,Ish Smith,"$951,463",2013-14
Ish Smith,Ish Smith,"$981,084",2014-15
Ish Smith,Ish Smith,"$981,084",2014-15
J.R. Smith,J.R. Smith,"$1,206,600",2004-05
J.R. Smith,J.R. Smith,"$1,297,080",2005-06
J.R. Smith,J.R. Smith,"$1,387,560",2006-07
J.R. Smith,J.R. Smith,"$2,134,067",2007-08
J.R. Smith,J.R. Smith,"$4,985,001",2008-09
J.R. Smith,J.R. Smith,"$5,508,426",2009-10
J.R. Smith,J.R. Smith,"$6,757,851",2010-11
J.R. Smith,J.R. Smith,"$2,382,353",2011-12
J.R. Smith,J.R. Smith,"$2,806,452",2012-13
J.R. Smith,J.R. Smith,"$5,565,000",2013-14
J.R. Smith,J.R. Smith,"$6,516,000",2014-15
Jason Smith,Jason Smith,"$1,233,840",2007-08
Jason Smith,Jason Smith,"$1,326,360",2008-09
Jason Smith,Jason Smith,"$1,418,880",2009-10
Jason Smith,Jason Smith,"$2,187,913",2010-11
Jason Smith,Jason Smith,"$2,500,000",2011-12
Jason Smith,Jason Smith,"$2,500,000",2012-13
Jason Smith,Jason Smith,"$2,500,000",2013-14
Jason Smith,Jason Smith,"$3,278,000",2014-15
Josh Smith,Josh Smith,"$1,270,080",2004-05
Josh Smith,Josh Smith,"$1,365,360",2005-06
Josh Smith,Josh Smith,"$1,460,640",2006-07
Josh Smith,Josh Smith,"$2,243,543",2007-08
Josh Smith,Josh Smith,"$10,000,000",2008-09
Josh Smith,Josh Smith,"$10,800,000",2009-10
Josh Smith,Josh Smith,"$11,600,000",2010-11
Josh Smith,Josh Smith,"$12,400,000",2011-12
Josh Smith,Josh Smith,"$13,200,000",2012-13
Josh Smith,Josh Smith,"$13,500,000",2013-14
Josh Smith,Josh Smith,"$14,000,000",2014-15
Josh Smith,Josh Smith,"$2,077,000",2014-15
Nolan Smith,Nolan Smith,"$1,306,920",2011-12
Nolan Smith,Nolan Smith,"$1,404,960",2012-13
Russ Smith,Russ Smith,"$816,482",2014-15
Tony Snell,Tony Snell,"$1,409,040",2013-14
Tony Snell,Tony Snell,"$1,472,400",2014-15
Marreese Speights,Marreese Speights,"$1,542,600",2008-09
Marreese Speights,Marreese Speights,"$1,658,280",2009-10
Marreese Speights,Marreese Speights,"$1,773,960",2010-11
Marreese Speights,Marreese Speights,"$2,721,255",2011-12
Marreese Speights,Marreese Speights,"$4,200,000",2012-13
Marreese Speights,Marreese Speights,"$3,500,000",2013-14
Marreese Speights,Marreese Speights,"$3,657,500",2014-15
Tiago Splitter,Tiago Splitter,"$3,400,000",2010-11
Tiago Splitter,Tiago Splitter,"$3,672,000",2011-12
Tiago Splitter,Tiago Splitter,"$3,944,000",2012-13
Tiago Splitter,Tiago Splitter,"$10,000,000",2013-14
Tiago Splitter,Tiago Splitter,"$9,250,000",2014-15
Nik Stauskas,Nik Stauskas,"$2,745,840",2014-15
Lance Stephenson,Lance Stephenson,"$750,000",2010-11
Lance Stephenson,Lance Stephenson,"$810,000",2011-12
Lance Stephenson,Lance Stephenson,"$870,000",2012-13
Lance Stephenson,Lance Stephenson,"$1,005,000",2013-14
Lance Stephenson,Lance Stephenson,"$9,000,000",2014-15
Greg Stiemsma,Greg Stiemsma,"$762,195",2011-12
Greg Stiemsma,Greg Stiemsma,"$2,575,000",2012-13
Greg Stiemsma,Greg Stiemsma,"$2,676,000",2013-14
Greg Stiemsma,Greg Stiemsma,"$981,084",2014-15
David Stockton,David Stockton,"$29,843",2014-15
Jarnell Stokes,Jarnell Stokes,"$725,000",2014-15
Julyan Stone,Julyan Stone,"$473,604",2011-12
Julyan Stone,Julyan Stone,"$762,195",2012-13
Amar'e Stoudemire,Amar'e Stoudemire,"$1,767,120",2002-03
Amar'e Stoudemire,Amar'e Stoudemire,"$1,899,720",2003-04
Amar'e Stoudemire,Amar'e Stoudemire,"$2,032,200",2004-05
Amar'e Stoudemire,Amar'e Stoudemire,"$2,589,023",2005-06
Amar'e Stoudemire,Amar'e Stoudemire,"$12,455,000",2006-07
Amar'e Stoudemire,Amar'e Stoudemire,"$13,762,775",2007-08
Amar'e Stoudemire,Amar'e Stoudemire,"$15,070,550",2008-09
Amar'e Stoudemire,Amar'e Stoudemire,"$16,378,325",2009-10
Amar'e Stoudemire,Amar'e Stoudemire,"$16,486,611",2010-11
Amar'e Stoudemire,Amar'e Stoudemire,"$18,217,705",2011-12
Amar'e Stoudemire,Amar'e Stoudemire,"$19,948,799",2012-13
Amar'e Stoudemire,Amar'e Stoudemire,"$21,679,893",2013-14
Amar'e Stoudemire,Amar'e Stoudemire,"$23,410,988",2014-15
Amar'e Stoudemire,Amar'e Stoudemire,"$485,670",2014-15
Rodney Stuckey,Rodney Stuckey,"$1,569,600",2007-08
Rodney Stuckey,Rodney Stuckey,"$1,687,320",2008-09
Rodney Stuckey,Rodney Stuckey,"$1,805,040",2009-10
Rodney Stuckey,Rodney Stuckey,"$2,767,126",2010-11
Rodney Stuckey,Rodney Stuckey,"$8,500,000",2011-12
Rodney Stuckey,Rodney Stuckey,"$8,500,000",2012-13
Rodney Stuckey,Rodney Stuckey,"$8,500,000",2013-14
Rodney Stuckey,Rodney Stuckey,"$1,227,985",2014-15
Jared Sullinger,Jared Sullinger,"$1,306,920",2012-13
Jared Sullinger,Jared Sullinger,"$1,365,720",2013-14
Jared Sullinger,Jared Sullinger,"$1,424,520",2014-15
DaJuan Summers,DaJuan Summers,"$457,588",2009-10
DaJuan Summers,DaJuan Summers,"$762,195",2010-11
DaJuan Summers,DaJuan Summers,"$303,137",2011-12
Jeffery Taylor,Jeffery Taylor,"$575,000",2012-13
Jeffery Taylor,Jeffery Taylor,"$788,872",2013-14
Jeffery Taylor,Jeffery Taylor,"$915,243",2014-15
Jermaine Taylor,Jermaine Taylor,"$725,000",2009-10
Jermaine Taylor,Jermaine Taylor,"$780,871",2010-11
Tyshawn Taylor,Tyshawn Taylor,"$473,604",2012-13
Tyshawn Taylor,Tyshawn Taylor,"$788,872",2013-14
Jeff Teague,Jeff Teague,"$1,373,880",2009-10
Jeff Teague,Jeff Teague,"$1,476,840",2010-11
Jeff Teague,Jeff Teague,"$1,579,920",2011-12
Jeff Teague,Jeff Teague,"$2,433,077",2012-13
Jeff Teague,Jeff Teague,"$8,000,000",2013-14
Jeff Teague,Jeff Teague,"$8,000,000",2014-15
Marquis Teague,Marquis Teague,"$1,028,400",2012-13
Marquis Teague,Marquis Teague,"$1,074,720",2013-14
Marquis Teague,Marquis Teague,"$1,120,920",2014-15
Mirza Teletovic,Mirza Teletovic,"$3,090,000",2012-13
Mirza Teletovic,Mirza Teletovic,"$3,229,050",2013-14
Mirza Teletovic,Mirza Teletovic,"$3,368,100",2014-15
Sebastian Telfair,Sebastian Telfair,"$1,559,280",2004-05
Sebastian Telfair,Sebastian Telfair,"$1,676,280",2005-06
Sebastian Telfair,Sebastian Telfair,"$1,793,160",2006-07
Sebastian Telfair,Sebastian Telfair,"$2,562,426",2007-08
Sebastian Telfair,Sebastian Telfair,"$2,300,000",2008-09
Sebastian Telfair,Sebastian Telfair,"$2,500,000",2009-10
Sebastian Telfair,Sebastian Telfair,"$2,700,000",2010-11
Sebastian Telfair,Sebastian Telfair,"$1,500,000",2011-12
Sebastian Telfair,Sebastian Telfair,"$1,567,500",2012-13
Sebastian Telfair,Sebastian Telfair,"$915,243",2014-15
Garrett Temple,Garrett Temple,"$98,637",2010-11
Garrett Temple,Garrett Temple,"$71,736",2010-11
Garrett Temple,Garrett Temple,"$572,943",2012-13
Garrett Temple,Garrett Temple,"$916,099",2013-14
Garrett Temple,Garrett Temple,"$981,084",2014-15
Jason Terry,Jason Terry,"$1,468,920",1999-00
Jason Terry,Jason Terry,"$1,579,080",2000-01
Jason Terry,Jason Terry,"$1,689,360",2001-02
Jason Terry,Jason Terry,"$2,153,934",2002-03
Jason Terry,Jason Terry,"$8,333,333",2003-04
Jason Terry,Jason Terry,"$7,500,000",2004-05
Jason Terry,Jason Terry,"$6,666,667",2005-06
Jason Terry,Jason Terry,"$8,100,000",2006-07
Jason Terry,Jason Terry,"$8,898,000",2007-08
Jason Terry,Jason Terry,"$9,196,000",2008-09
Jason Terry,Jason Terry,"$9,862,500",2009-10
Jason Terry,Jason Terry,"$10,650,000",2010-11
Jason Terry,Jason Terry,"$11,158,000",2011-12
Jason Terry,Jason Terry,"$5,000,000",2012-13
Jason Terry,Jason Terry,"$5,625,313",2013-14
Jason Terry,Jason Terry,"$5,850,313",2014-15
Hasheem Thabeet,Hasheem Thabeet,"$4,458,840",2009-10
Hasheem Thabeet,Hasheem Thabeet,"$4,793,280",2010-11
Hasheem Thabeet,Hasheem Thabeet,"$5,127,720",2011-12
Hasheem Thabeet,Hasheem Thabeet,"$1,200,000",2012-13
Hasheem Thabeet,Hasheem Thabeet,"$1,200,000",2013-14
Isaiah Thomas,Isaiah Thomas,"$473,604",2011-12
Isaiah Thomas,Isaiah Thomas,"$762,195",2012-13
Isaiah Thomas,Isaiah Thomas,"$884,293",2013-14
Isaiah Thomas,Isaiah Thomas,"$7,238,606",2014-15
Lance Thomas,Lance Thomas,"$328,444",2011-12
Lance Thomas,Lance Thomas,"$762,195",2012-13
Lance Thomas,Lance Thomas,"$884,293",2013-14
Lance Thomas,Lance Thomas,"$403,784",2014-15
Malcolm Thomas,Malcolm Thomas,"$103,104",2011-12
Malcolm Thomas,Malcolm Thomas,"$474,000",2014-15
Tyrus Thomas,Tyrus Thomas,"$3,260,760",2006-07
Tyrus Thomas,Tyrus Thomas,"$3,505,320",2007-08
Tyrus Thomas,Tyrus Thomas,"$3,749,880",2008-09
Tyrus Thomas,Tyrus Thomas,"$4,743,598",2009-10
Tyrus Thomas,Tyrus Thomas,"$6,611,570",2010-11
Tyrus Thomas,Tyrus Thomas,"$7,305,765",2011-12
Tyrus Thomas,Tyrus Thomas,"$8,000,000",2012-13
Tyrus Thomas,Tyrus Thomas,"$9,388,000",2014-15
Tyrus Thomas,Tyrus Thomas,"$72,234",2014-15
Hollis Thompson,Hollis Thompson,"$816,482",2014-15
Jason Thompson,Jason Thompson,"$1,893,840",2008-09
Jason Thompson,Jason Thompson,"$2,035,920",2009-10
Jason Thompson,Jason Thompson,"$2,178,000",2010-11
Jason Thompson,Jason Thompson,"$3,001,284",2011-12
Jason Thompson,Jason Thompson,"$5,250,000",2012-13
Jason Thompson,Jason Thompson,"$5,643,750",2013-14
Jason Thompson,Jason Thompson,"$6,037,500",2014-15
Klay Thompson,Klay Thompson,"$2,126,520",2011-12
Klay Thompson,Klay Thompson,"$2,286,000",2012-13
Klay Thompson,Klay Thompson,"$2,317,920",2013-14
Klay Thompson,Klay Thompson,"$3,075,880",2014-15
Tristan Thompson,Tristan Thompson,"$3,726,600",2011-12
Tristan Thompson,Tristan Thompson,"$4,006,080",2012-13
Tristan Thompson,Tristan Thompson,"$4,062,000",2013-14
Tristan Thompson,Tristan Thompson,"$5,138,430",2014-15
Marcus Thornton,Marcus Thornton,"$457,888",2009-10
Marcus Thornton,Marcus Thornton,"$762,195",2010-11
Marcus Thornton,Marcus Thornton,"$7,000,000",2011-12
Marcus Thornton,Marcus Thornton,"$7,525,000",2012-13
