Player,Player,Salary,Season
Quincy Acy,Quincy Acy,"$665,000",2012-13
Quincy Acy,Quincy Acy,"$788,872",2013-14
Quincy Acy,Quincy Acy,"$915,243",2014-15
Jordan Adams,Jordan Adams,"$1,344,120",2014-15
Steven Adams,Steven Adams,"$2,090,880",2013-14
Steven Adams,Steven Adams,"$2,184,960",2014-15
Jeff Adrien,Jeff Adrien,"$342,666",2010-11
Jeff Adrien,Jeff Adrien,"$270,427",2011-12
Jeff Adrien,Jeff Adrien,"$804,131",2012-13
Jeff Adrien,Jeff Adrien,"$916,099",2013-14
Jeff Adrien,Jeff Adrien,"$981,084",2014-15
Arron Afflalo,Arron Afflalo,"$944,520",2007-08
Arron Afflalo,Arron Afflalo,"$1,015,440",2008-09
Arron Afflalo,Arron Afflalo,"$1,086,240",2009-10
Arron Afflalo,Arron Afflalo,"$1,959,577",2010-11
Arron Afflalo,Arron Afflalo,"$7,562,500",2011-12
Arron Afflalo,Arron Afflalo,"$7,750,000",2012-13
Arron Afflalo,Arron Afflalo,"$7,312,500",2013-14
Arron Afflalo,Arron Afflalo,"$7,750,000",2014-15
Alexis Ajinca,Alexis Ajinca,"$1,276,320",2008-09
Alexis Ajinca,Alexis Ajinca,"$1,372,080",2009-10
Alexis Ajinca,Alexis Ajinca,"$1,467,840",2010-11
Alexis Ajinca,Alexis Ajinca,"$981,084",2014-15
Josh Akognon,Josh Akognon,"$788,872",2013-14
Solomon Alabi,Solomon Alabi,"$770,000",2010-11
Solomon Alabi,Solomon Alabi,"$830,000",2011-12
Furkan Aldemir,Furkan Aldemir,"$3,000,000",2014-15
Cole Aldrich,Cole Aldrich,"$2,126,520",2010-11
Cole Aldrich,Cole Aldrich,"$2,286,000",2011-12
Cole Aldrich,Cole Aldrich,"$2,445,480",2012-13
Cole Aldrich,Cole Aldrich,"$981,084",2014-15
LaMarcus Aldridge,LaMarcus Aldridge,"$4,027,320",2006-07
LaMarcus Aldridge,LaMarcus Aldridge,"$4,329,360",2007-08
LaMarcus Aldridge,LaMarcus Aldridge,"$4,631,400",2008-09
LaMarcus Aldridge,LaMarcus Aldridge,"$5,844,827",2009-10
LaMarcus Aldridge,LaMarcus Aldridge,"$11,244,000",2010-11
LaMarcus Aldridge,LaMarcus Aldridge,"$12,372,000",2011-12
LaMarcus Aldridge,LaMarcus Aldridge,"$13,500,000",2012-13
LaMarcus Aldridge,LaMarcus Aldridge,"$14,128,000",2013-14
LaMarcus Aldridge,LaMarcus Aldridge,"$16,006,000",2014-15
Lavoy Allen,Lavoy Allen,"$473,604",2011-12
Lavoy Allen,Lavoy Allen,"$3,000,000",2012-13
Lavoy Allen,Lavoy Allen,"$3,060,000",2013-14
Lavoy Allen,Lavoy Allen,"$948,163",2014-15
Tony Allen,Tony Allen,"$901,920",2004-05
Tony Allen,Tony Allen,"$969,696",2005-06
Tony Allen,Tony Allen,"$1,037,280",2006-07
Tony Allen,Tony Allen,"$1,868,141",2007-08
Tony Allen,Tony Allen,"$2,500,000",2008-09
Tony Allen,Tony Allen,"$2,500,000",2009-10
Tony Allen,Tony Allen,"$3,000,000",2010-11
Tony Allen,Tony Allen,"$3,150,000",2011-12
Tony Allen,Tony Allen,"$3,300,000",2012-13
Tony Allen,Tony Allen,"$4,494,382",2013-14
Tony Allen,Tony Allen,"$4,831,461",2014-15
Al-Farouq Aminu,Al-Farouq Aminu,"$2,563,320",2010-11
Al-Farouq Aminu,Al-Farouq Aminu,"$2,755,560",2011-12
Al-Farouq Aminu,Al-Farouq Aminu,"$2,947,800",2012-13
Al-Farouq Aminu,Al-Farouq Aminu,"$3,700,000",2013-14
Al-Farouq Aminu,Al-Farouq Aminu,"$981,084",2014-15
Lou Amundson,Lou Amundson,"$105,696",2006-07
Lou Amundson,Lou Amundson,"$75,000",2006-07
Lou Amundson,Lou Amundson,"$35,232",2006-07
Lou Amundson,Lou Amundson,"$687,456",2007-08
Lou Amundson,Lou Amundson,"$797,581",2008-09
Lou Amundson,Lou Amundson,"$855,189",2009-10
Lou Amundson,Lou Amundson,"$2,225,000",2010-11
Lou Amundson,Lou Amundson,"$2,403,000",2011-12
Lou Amundson,Lou Amundson,"$1,069,509",2012-13
Lou Amundson,Lou Amundson,"$409,167",2014-15
Chris Andersen,Chris Andersen,"$288,171",2001-02
Chris Andersen,Chris Andersen,"$512,435",2002-03
Chris Andersen,Chris Andersen,"$638,679",2003-04
Chris Andersen,Chris Andersen,"$1,600,000",2004-05
Chris Andersen,Chris Andersen,"$3,500,000",2005-06
Chris Andersen,Chris Andersen,"$998,398",2008-09
Chris Andersen,Chris Andersen,"$3,650,000",2009-10
Chris Andersen,Chris Andersen,"$4,533,300",2010-11
Chris Andersen,Chris Andersen,"$4,234,000",2011-12
Chris Andersen,Chris Andersen,"$4,526,000",2012-13
Chris Andersen,Chris Andersen,"$699,952",2012-13
Chris Andersen,Chris Andersen,"$1,399,507",2013-14
Chris Andersen,Chris Andersen,"$5,375,000",2014-15
Alan Anderson,Alan Anderson,"$398,762",2005-06
Alan Anderson,Alan Anderson,"$102,131",2006-07
Alan Anderson,Alan Anderson,"$885,120",2012-13
Alan Anderson,Alan Anderson,"$947,907",2013-14
Alan Anderson,Alan Anderson,"$1,276,061",2014-15
James Anderson,James Anderson,"$1,361,400",2010-11
James Anderson,James Anderson,"$1,463,520",2011-12
James Anderson,James Anderson,"$472,427",2012-13
James Anderson,James Anderson,"$145,749",2012-13
James Anderson,James Anderson,"$916,099",2013-14
Kyle Anderson,Kyle Anderson,"$1,093,680",2014-15
Ryan Anderson,Ryan Anderson,"$1,225,200",2008-09
Ryan Anderson,Ryan Anderson,"$1,317,120",2009-10
Ryan Anderson,Ryan Anderson,"$1,409,040",2010-11
Ryan Anderson,Ryan Anderson,"$2,244,601",2011-12
Ryan Anderson,Ryan Anderson,"$8,700,000",2012-13
Ryan Anderson,Ryan Anderson,"$8,308,500",2013-14
Ryan Anderson,Ryan Anderson,"$8,491,500",2014-15
Giannis Antetokounmpo,Giannis Antetokounmpo,"$1,792,560",2013-14
Giannis Antetokounmpo,Giannis Antetokounmpo,"$1,873,200",2014-15
Carmelo Anthony,Carmelo Anthony,"$3,229,200",2003-04
Carmelo Anthony,Carmelo Anthony,"$3,471,360",2004-05
Carmelo Anthony,Carmelo Anthony,"$3,713,640",2005-06
Carmelo Anthony,Carmelo Anthony,"$4,694,041",2006-07
Carmelo Anthony,Carmelo Anthony,"$13,041,250",2007-08
Carmelo Anthony,Carmelo Anthony,"$14,410,581",2008-09
Carmelo Anthony,Carmelo Anthony,"$15,779,912",2009-10
Carmelo Anthony,Carmelo Anthony,"$17,149,243",2010-11
Carmelo Anthony,Carmelo Anthony,"$18,518,574",2011-12
Carmelo Anthony,Carmelo Anthony,"$19,450,000",2012-13
Carmelo Anthony,Carmelo Anthony,"$22,407,474",2013-14
Carmelo Anthony,Carmelo Anthony,"$22,458,000",2014-15
Joel Anthony,Joel Anthony,"$427,163",2007-08
Joel Anthony,Joel Anthony,"$711,517",2008-09
Joel Anthony,Joel Anthony,"$825,497",2009-10
Joel Anthony,Joel Anthony,"$3,300,000",2010-11
Joel Anthony,Joel Anthony,"$3,600,000",2011-12
Joel Anthony,Joel Anthony,"$3,750,000",2012-13
Joel Anthony,Joel Anthony,"$3,800,000",2013-14
Joel Anthony,Joel Anthony,"$3,800,000",2014-15
Pero Antic,Pero Antic,"$1,250,000",2014-15
Trevor Ariza,Trevor Ariza,"$385,277",2004-05
Trevor Ariza,Trevor Ariza,"$682,051",2005-06
Trevor Ariza,Trevor Ariza,"$3,100,000",2006-07
Trevor Ariza,Trevor Ariza,"$3,100,000",2007-08
Trevor Ariza,Trevor Ariza,"$3,100,000",2008-09
Trevor Ariza,Trevor Ariza,"$5,854,000",2009-10
Trevor Ariza,Trevor Ariza,"$6,322,320",2010-11
Trevor Ariza,Trevor Ariza,"$6,790,640",2011-12
Trevor Ariza,Trevor Ariza,"$7,258,960",2012-13
Trevor Ariza,Trevor Ariza,"$7,727,280",2013-14
Trevor Ariza,Trevor Ariza,"$8,579,089",2014-15
Hilton Armstrong,Hilton Armstrong,"$1,767,600",2006-07
Hilton Armstrong,Hilton Armstrong,"$1,900,200",2007-08
Hilton Armstrong,Hilton Armstrong,"$2,032,800",2008-09
Hilton Armstrong,Hilton Armstrong,"$2,801,198",2009-10
Hilton Armstrong,Hilton Armstrong,"$992,680",2010-11
Darrell Arthur,Darrell Arthur,"$977,160",2008-09
Darrell Arthur,Darrell Arthur,"$1,050,480",2009-10
Darrell Arthur,Darrell Arthur,"$1,123,680",2010-11
Darrell Arthur,Darrell Arthur,"$2,027,119",2011-12
Darrell Arthur,Darrell Arthur,"$3,006,217",2012-13
Darrell Arthur,Darrell Arthur,"$3,231,683",2013-14
Darrell Arthur,Darrell Arthur,"$3,457,149",2014-15
Omer Asik,Omer Asik,"$1,721,000",2010-11
Omer Asik,Omer Asik,"$1,857,500",2011-12
Omer Asik,Omer Asik,"$8,374,646",2012-13
Omer Asik,Omer Asik,"$8,374,646",2013-14
Omer Asik,Omer Asik,"$8,374,646",2014-15
D.J. Augustin,D.J. Augustin,"$2,208,960",2008-09
D.J. Augustin,D.J. Augustin,"$2,385,480",2009-10
D.J. Augustin,D.J. Augustin,"$2,540,400",2010-11
D.J. Augustin,D.J. Augustin,"$3,236,470",2011-12
D.J. Augustin,D.J. Augustin,"$3,500,000",2012-13
D.J. Augustin,D.J. Augustin,"$1,267,000",2013-14
D.J. Augustin,D.J. Augustin,"$3,000,000",2014-15
Gustavo Ayon,Gustavo Ayon,"$1,567,500",2011-12
Gustavo Ayon,Gustavo Ayon,"$1,500,000",2012-13
Gustavo Ayon,Gustavo Ayon,"$1,500,000",2013-14
Jeff Ayres,Jeff Ayres,"$457,588",2009-10
Jeff Ayres,Jeff Ayres,"$1,500,000",2011-12
Jeff Ayres,Jeff Ayres,"$1,500,000",2012-13
Jeff Ayres,Jeff Ayres,"$1,750,000",2013-14
Jeff Ayres,Jeff Ayres,"$1,828,750",2014-15
Chris Babb,Chris Babb,"$48,028",2014-15
Luke Babbitt,Luke Babbitt,"$1,645,440",2010-11
Luke Babbitt,Luke Babbitt,"$1,768,800",2011-12
Luke Babbitt,Luke Babbitt,"$1,892,280",2012-13
Luke Babbitt,Luke Babbitt,"$981,084",2014-15
Cameron Bairstow,Cameron Bairstow,"$507,336",2014-15
Renaldo Balkman,Renaldo Balkman,"$1,191,240",2006-07
Renaldo Balkman,Renaldo Balkman,"$1,280,640",2007-08
Renaldo Balkman,Renaldo Balkman,"$1,369,920",2008-09
Renaldo Balkman,Renaldo Balkman,"$2,112,417",2009-10
Renaldo Balkman,Renaldo Balkman,"$1,675,000",2010-11
Renaldo Balkman,Renaldo Balkman,"$1,675,000",2011-12
Renaldo Balkman,Renaldo Balkman,"$1,675,000",2012-13
Leandro Barbosa,Leandro Barbosa,"$809,280",2003-04
Leandro Barbosa,Leandro Barbosa,"$870,000",2004-05
Leandro Barbosa,Leandro Barbosa,"$930,600",2005-06
Leandro Barbosa,Leandro Barbosa,"$1,679,733",2006-07
Leandro Barbosa,Leandro Barbosa,"$5,600,000",2007-08
Leandro Barbosa,Leandro Barbosa,"$6,100,000",2008-09
Leandro Barbosa,Leandro Barbosa,"$6,600,000",2009-10
Leandro Barbosa,Leandro Barbosa,"$7,100,000",2010-11
Leandro Barbosa,Leandro Barbosa,"$7,600,000",2011-12
Leandro Barbosa,Leandro Barbosa,"$1,229,255",2012-13
Leandro Barbosa,Leandro Barbosa,"$1,448,490",2014-15
J.J. Barea,J.J. Barea,"$412,718",2006-07
J.J. Barea,J.J. Barea,"$687,456",2007-08
J.J. Barea,J.J. Barea,"$1,500,000",2008-09
J.J. Barea,J.J. Barea,"$1,657,500",2009-10
J.J. Barea,J.J. Barea,"$1,815,000",2010-11
J.J. Barea,J.J. Barea,"$4,300,000",2011-12
J.J. Barea,J.J. Barea,"$4,493,500",2012-13
J.J. Barea,J.J. Barea,"$4,687,000",2013-14
J.J. Barea,J.J. Barea,"$1,310,286",2014-15
Andrea Bargnani,Andrea Bargnani,"$4,501,200",2006-07
Andrea Bargnani,Andrea Bargnani,"$4,838,880",2007-08
Andrea Bargnani,Andrea Bargnani,"$5,176,440",2008-09
Andrea Bargnani,Andrea Bargnani,"$6,527,491",2009-10
Andrea Bargnani,Andrea Bargnani,"$8,500,000",2010-11
Andrea Bargnani,Andrea Bargnani,"$9,250,000",2011-12
Andrea Bargnani,Andrea Bargnani,"$10,000,000",2012-13
Andrea Bargnani,Andrea Bargnani,"$11,862,500",2013-14
Andrea Bargnani,Andrea Bargnani,"$11,500,000",2014-15
Harrison Barnes,Harrison Barnes,"$2,798,040",2012-13
Harrison Barnes,Harrison Barnes,"$2,923,920",2013-14
Harrison Barnes,Harrison Barnes,"$3,049,920",2014-15
Matt Barnes,Matt Barnes,"$695,046",2004-05
Matt Barnes,Matt Barnes,"$552,269",2005-06
Matt Barnes,Matt Barnes,"$131,593",2005-06
Matt Barnes,Matt Barnes,"$771,331",2006-07
Matt Barnes,Matt Barnes,"$3,000,000",2007-08
Matt Barnes,Matt Barnes,"$926,678",2008-09
Matt Barnes,Matt Barnes,"$1,600,000",2009-10
Matt Barnes,Matt Barnes,"$1,765,000",2010-11
Matt Barnes,Matt Barnes,"$1,906,200",2011-12
Matt Barnes,Matt Barnes,"$1,229,255",2012-13
Matt Barnes,Matt Barnes,"$3,250,000",2013-14
Matt Barnes,Matt Barnes,"$3,396,250",2014-15
Earl Barron,Earl Barron,"$398,762",2005-06
Earl Barron,Earl Barron,"$744,551",2006-07
Earl Barron,Earl Barron,"$973,328",2007-08
Earl Barron,Earl Barron,"$188,558",2010-11
Earl Barron,Earl Barron,"$185,588",2011-12
Earl Barron,Earl Barron,"$358,600",2012-13
Earl Barron,Earl Barron,"$107,676",2014-15
Will Barton,Will Barton,"$550,000",2012-13
Will Barton,Will Barton,"$788,872",2013-14
Will Barton,Will Barton,"$915,243",2014-15
Brandon Bass,Brandon Bass,"$398,762",2005-06
Brandon Bass,Brandon Bass,"$664,209",2006-07
Brandon Bass,Brandon Bass,"$770,610",2007-08
Brandon Bass,Brandon Bass,"$826,269",2008-09
Brandon Bass,Brandon Bass,"$4,000,000",2009-10
Brandon Bass,Brandon Bass,"$4,000,000",2010-11
Brandon Bass,Brandon Bass,"$4,250,000",2011-12
Brandon Bass,Brandon Bass,"$6,000,000",2012-13
Brandon Bass,Brandon Bass,"$6,450,000",2013-14
Brandon Bass,Brandon Bass,"$6,900,000",2014-15
Nicolas Batum,Nicolas Batum,"$1,040,640",2008-09
Nicolas Batum,Nicolas Batum,"$1,118,760",2009-10
Nicolas Batum,Nicolas Batum,"$1,196,760",2010-11
Nicolas Batum,Nicolas Batum,"$2,155,365",2011-12
Nicolas Batum,Nicolas Batum,"$10,850,000",2012-13
Nicolas Batum,Nicolas Batum,"$11,295,250",2013-14
Nicolas Batum,Nicolas Batum,"$11,765,500",2014-15
Jerryd Bayless,Jerryd Bayless,"$1,993,560",2008-09
Jerryd Bayless,Jerryd Bayless,"$2,143,080",2009-10
Jerryd Bayless,Jerryd Bayless,"$2,292,600",2010-11
Jerryd Bayless,Jerryd Bayless,"$3,042,280",2011-12
Jerryd Bayless,Jerryd Bayless,"$3,000,000",2012-13
Jerryd Bayless,Jerryd Bayless,"$3,135,000",2013-14
Jerryd Bayless,Jerryd Bayless,"$3,000,000",2014-15
Aron Baynes,Aron Baynes,"$401,170",2012-13
Aron Baynes,Aron Baynes,"$788,872",2013-14
Aron Baynes,Aron Baynes,"$2,077,000",2014-15
Kent Bazemore,Kent Bazemore,"$473,604",2012-13
Kent Bazemore,Kent Bazemore,"$788,872",2013-14
Kent Bazemore,Kent Bazemore,"$2,000,000",2014-15
Bradley Beal,Bradley Beal,"$4,133,280",2012-13
Bradley Beal,Bradley Beal,"$4,319,280",2013-14
Bradley Beal,Bradley Beal,"$4,505,280",2014-15
Michael Beasley,Michael Beasley,"$4,314,960",2008-09
Michael Beasley,Michael Beasley,"$4,638,600",2009-10
Michael Beasley,Michael Beasley,"$4,962,240",2010-11
Michael Beasley,Michael Beasley,"$6,262,347",2011-12
Michael Beasley,Michael Beasley,"$5,750,000",2012-13
Michael Beasley,Michael Beasley,"$4,666,667",2013-14
Michael Beasley,Michael Beasley,"$1,027,424",2013-14
Michael Beasley,Michael Beasley,"$777,778",2014-15
Michael Beasley,Michael Beasley,"$330,226",2014-15
Rodrigue Beaubois,Rodrigue Beaubois,"$1,075,440",2009-10
Rodrigue Beaubois,Rodrigue Beaubois,"$1,156,080",2010-11
Rodrigue Beaubois,Rodrigue Beaubois,"$1,236,720",2011-12
Rodrigue Beaubois,Rodrigue Beaubois,"$2,227,333",2012-13
Marco Belinelli,Marco Belinelli,"$1,345,800",2007-08
Marco Belinelli,Marco Belinelli,"$1,446,720",2008-09
Marco Belinelli,Marco Belinelli,"$1,547,640",2009-10
Marco Belinelli,Marco Belinelli,"$2,380,270",2010-11
Marco Belinelli,Marco Belinelli,"$3,377,604",2011-12
Marco Belinelli,Marco Belinelli,"$1,957,000",2012-13
Marco Belinelli,Marco Belinelli,"$2,750,000",2013-14
Marco Belinelli,Marco Belinelli,"$2,873,750",2014-15
Jerrelle Benimon,Jerrelle Benimon,"$35,000",2014-15
Jerrelle Benimon,Jerrelle Benimon,"$29,843",2014-15
Anthony Bennett,Anthony Bennett,"$5,324,280",2013-14
Anthony Bennett,Anthony Bennett,"$5,563,920",2014-15
Patrick Beverley,Patrick Beverley,"$281,377",2012-13
Patrick Beverley,Patrick Beverley,"$788,872",2013-14
Patrick Beverley,Patrick Beverley,"$915,243",2014-15
Sim Bhullar,Sim Bhullar,"$29,843",2014-15
Andris Biedrins,Andris Biedrins,"$1,727,760",2004-05
Andris Biedrins,Andris Biedrins,"$1,857,360",2005-06
Andris Biedrins,Andris Biedrins,"$1,986,960",2006-07
Andris Biedrins,Andris Biedrins,"$2,636,696",2007-08
Andris Biedrins,Andris Biedrins,"$9,000,000",2008-09
Andris Biedrins,Andris Biedrins,"$9,000,000",2009-10
Andris Biedrins,Andris Biedrins,"$9,000,000",2010-11
Andris Biedrins,Andris Biedrins,"$9,000,000",2011-12
Andris Biedrins,Andris Biedrins,"$9,000,000",2012-13
Andris Biedrins,Andris Biedrins,"$9,000,000",2013-14
Bismack Biyombo,Bismack Biyombo,"$2,798,040",2011-12
Bismack Biyombo,Bismack Biyombo,"$3,007,920",2012-13
Bismack Biyombo,Bismack Biyombo,"$3,049,920",2013-14
Bismack Biyombo,Bismack Biyombo,"$3,873,398",2014-15
Tarik Black,Tarik Black,"$507,336",2014-15
DeJuan Blair,DeJuan Blair,"$850,000",2009-10
DeJuan Blair,DeJuan Blair,"$918,000",2010-11
DeJuan Blair,DeJuan Blair,"$986,000",2011-12
DeJuan Blair,DeJuan Blair,"$1,054,000",2012-13
DeJuan Blair,DeJuan Blair,"$947,907",2013-14
DeJuan Blair,DeJuan Blair,"$2,000,000",2014-15
Steve Blake,Steve Blake,"$366,931",2003-04
Steve Blake,Steve Blake,"$620,046",2004-05
Steve Blake,Steve Blake,"$1,000,000",2005-06
Steve Blake,Steve Blake,"$1,330,000",2006-07
Steve Blake,Steve Blake,"$4,250,000",2007-08
Steve Blake,Steve Blake,"$4,250,000",2008-09
Steve Blake,Steve Blake,"$4,930,000",2009-10
Steve Blake,Steve Blake,"$4,000,000",2010-11
Steve Blake,Steve Blake,"$4,000,000",2011-12
Steve Blake,Steve Blake,"$4,000,000",2012-13
Steve Blake,Steve Blake,"$4,000,000",2013-14
Steve Blake,Steve Blake,"$2,077,000",2014-15
Andray Blatche,Andray Blatche,"$398,762",2005-06
Andray Blatche,Andray Blatche,"$664,209",2006-07
Andray Blatche,Andray Blatche,"$2,470,000",2007-08
Andray Blatche,Andray Blatche,"$2,739,669",2008-09
Andray Blatche,Andray Blatche,"$3,000,000",2009-10
Andray Blatche,Andray Blatche,"$5,900,000",2010-11
Andray Blatche,Andray Blatche,"$6,442,083",2011-12
Andray Blatche,Andray Blatche,"$7,118,502",2012-13
Andray Blatche,Andray Blatche,"$1,146,337",2012-13
Andray Blatche,Andray Blatche,"$1,375,604",2013-14
Andray Blatche,Andray Blatche,"$8,471,339",2014-15
Eric Bledsoe,Eric Bledsoe,"$1,485,000",2010-11
Eric Bledsoe,Eric Bledsoe,"$1,596,360",2011-12
Eric Bledsoe,Eric Bledsoe,"$1,707,720",2012-13
Eric Bledsoe,Eric Bledsoe,"$2,626,473",2013-14
Eric Bledsoe,Eric Bledsoe,"$12,173,913",2014-15
Keith Bogans,Keith Bogans,"$366,931",2003-04
Keith Bogans,Keith Bogans,"$620,046",2004-05
Keith Bogans,Keith Bogans,"$869,373",2005-06
Keith Bogans,Keith Bogans,"$2,510,000",2006-07
Keith Bogans,Keith Bogans,"$2,440,000",2007-08
Keith Bogans,Keith Bogans,"$2,565,000",2008-09
Keith Bogans,Keith Bogans,"$1,033,342",2009-10
Keith Bogans,Keith Bogans,"$1,600,000",2010-11
Keith Bogans,Keith Bogans,"$848,266",2011-12
Keith Bogans,Keith Bogans,"$1,229,225",2012-13
Keith Bogans,Keith Bogans,"$5,058,198",2013-14
Bojan Bogdanovic,Bojan Bogdanovic,"$3,278,000",2014-15
Andrew Bogut,Andrew Bogut,"$4,340,520",2005-06
Andrew Bogut,Andrew Bogut,"$4,665,960",2006-07
Andrew Bogut,Andrew Bogut,"$4,991,520",2007-08
Andrew Bogut,Andrew Bogut,"$6,294,310",2008-09
Andrew Bogut,Andrew Bogut,"$10,000,000",2009-10
Andrew Bogut,Andrew Bogut,"$11,000,000",2010-11
Andrew Bogut,Andrew Bogut,"$12,000,000",2011-12
Andrew Bogut,Andrew Bogut,"$13,000,000",2012-13
Andrew Bogut,Andrew Bogut,"$14,000,000",2013-14
Andrew Bogut,Andrew Bogut,"$12,972,973",2014-15
Matt Bonner,Matt Bonner,"$385,277",2004-05
Matt Bonner,Matt Bonner,"$2,000,000",2005-06
Matt Bonner,Matt Bonner,"$2,000,000",2006-07
Matt Bonner,Matt Bonner,"$2,678,000",2007-08
Matt Bonner,Matt Bonner,"$2,987,000",2008-09
Matt Bonner,Matt Bonner,"$3,240,380",2009-10
Matt Bonner,Matt Bonner,"$3,000,000",2010-11
Matt Bonner,Matt Bonner,"$3,315,000",2011-12
Matt Bonner,Matt Bonner,"$3,630,000",2012-13
Matt Bonner,Matt Bonner,"$3,945,000",2013-14
Matt Bonner,Matt Bonner,"$1,448,490",2014-15
Trevor Booker,Trevor Booker,"$1,204,560",2010-11
Trevor Booker,Trevor Booker,"$1,294,920",2011-12
Trevor Booker,Trevor Booker,"$1,385,280",2012-13
Trevor Booker,Trevor Booker,"$2,350,820",2013-14
Trevor Booker,Trevor Booker,"$5,000,000",2014-15
Carlos Boozer,Carlos Boozer,"$349,458",2002-03
Carlos Boozer,Carlos Boozer,"$563,679",2003-04
Carlos Boozer,Carlos Boozer,"$10,967,500",2004-05
Carlos Boozer,Carlos Boozer,"$11,593,816",2005-06
Carlos Boozer,Carlos Boozer,"$11,260,483",2006-07
Carlos Boozer,Carlos Boozer,"$11,260,483",2007-08
Carlos Boozer,Carlos Boozer,"$11,593,817",2008-09
Carlos Boozer,Carlos Boozer,"$13,520,500",2009-10
Carlos Boozer,Carlos Boozer,"$14,400,000",2010-11
Carlos Boozer,Carlos Boozer,"$13,500,000",2011-12
Carlos Boozer,Carlos Boozer,"$15,000,000",2012-13
Carlos Boozer,Carlos Boozer,"$15,300,000",2013-14
Carlos Boozer,Carlos Boozer,"$13,550,000",2014-15
Carlos Boozer,Carlos Boozer,"$3,250,000",2014-15
Chris Bosh,Chris Bosh,"$2,911,320",2003-04
Chris Bosh,Chris Bosh,"$3,129,720",2004-05
Chris Bosh,Chris Bosh,"$3,348,000",2005-06
Chris Bosh,Chris Bosh,"$4,235,220",2006-07
Chris Bosh,Chris Bosh,"$12,455,000",2007-08
Chris Bosh,Chris Bosh,"$14,410,581",2008-09
Chris Bosh,Chris Bosh,"$15,779,912",2009-10
Chris Bosh,Chris Bosh,"$14,500,000",2010-11
Chris Bosh,Chris Bosh,"$16,022,500",2011-12
Chris Bosh,Chris Bosh,"$17,545,000",2012-13
Chris Bosh,Chris Bosh,"$19,067,500",2013-14
Chris Bosh,Chris Bosh,"$20,644,400",2014-15
Avery Bradley,Avery Bradley,"$1,418,160",2010-11
Avery Bradley,Avery Bradley,"$1,524,480",2011-12
Avery Bradley,Avery Bradley,"$1,630,800",2012-13
Avery Bradley,Avery Bradley,"$2,511,432",2013-14
Avery Bradley,Avery Bradley,"$7,191,011",2014-15
Corey Brewer,Corey Brewer,"$2,535,720",2007-08
Corey Brewer,Corey Brewer,"$2,725,920",2008-09
Corey Brewer,Corey Brewer,"$2,916,120",2009-10
Corey Brewer,Corey Brewer,"$3,703,472",2010-11
Corey Brewer,Corey Brewer,"$3,059,000",2011-12
Corey Brewer,Corey Brewer,"$3,243,000",2012-13
Corey Brewer,Corey Brewer,"$4,500,000",2013-14
Corey Brewer,Corey Brewer,"$4,702,500",2014-15
Ronnie Brewer,Ronnie Brewer,"$1,595,400",2006-07
Ronnie Brewer,Ronnie Brewer,"$1,715,040",2007-08
Ronnie Brewer,Ronnie Brewer,"$1,834,680",2008-09
Ronnie Brewer,Ronnie Brewer,"$2,717,161",2009-10
Ronnie Brewer,Ronnie Brewer,"$4,790,000",2010-11
Ronnie Brewer,Ronnie Brewer,"$4,710,000",2011-12
Ronnie Brewer,Ronnie Brewer,"$1,069,509",2012-13
Ronnie Brewer,Ronnie Brewer,"$1,186,459",2013-14
Aaron Brooks,Aaron Brooks,"$972,720",2007-08
Aaron Brooks,Aaron Brooks,"$1,045,560",2008-09
Aaron Brooks,Aaron Brooks,"$1,118,520",2009-10
Aaron Brooks,Aaron Brooks,"$2,016,692",2010-11
Aaron Brooks,Aaron Brooks,"$3,250,000",2012-13
Aaron Brooks,Aaron Brooks,"$3,396,250",2013-14
Aaron Brooks,Aaron Brooks,"$1,027,424",2013-14
Aaron Brooks,Aaron Brooks,"$1,145,685",2014-15
MarShon Brooks,MarShon Brooks,"$1,110,120",2011-12
MarShon Brooks,MarShon Brooks,"$1,193,280",2012-13
MarShon Brooks,MarShon Brooks,"$1,210,080",2013-14
Jabari Brown,Jabari Brown,"$44,765",2014-15
Lorenzo Brown,Lorenzo Brown,"$283,367",2014-15
Markel Brown,Markel Brown,"$507,336",2014-15
Shannon Brown,Shannon Brown,"$971,280",2006-07
Shannon Brown,Shannon Brown,"$1,044,120",2007-08
Shannon Brown,Shannon Brown,"$797,581",2008-09
Shannon Brown,Shannon Brown,"$2,000,000",2009-10
Shannon Brown,Shannon Brown,"$2,200,000",2010-11
Shannon Brown,Shannon Brown,"$3,500,000",2011-12
Shannon Brown,Shannon Brown,"$3,500,000",2012-13
Shannon Brown,Shannon Brown,"$3,500,000",2013-14
Kobe Bryant,Kobe Bryant,"$1,015,000",1996-97
Kobe Bryant,Kobe Bryant,"$1,167,240",1997-98
Kobe Bryant,Kobe Bryant,"$1,319,000",1998-99
Kobe Bryant,Kobe Bryant,"$9,000,000",1999-00
Kobe Bryant,Kobe Bryant,"$10,130,000",2000-01
Kobe Bryant,Kobe Bryant,"$11,250,000",2001-02
Kobe Bryant,Kobe Bryant,"$12,375,000",2002-03
Kobe Bryant,Kobe Bryant,"$13,500,000",2003-04
Kobe Bryant,Kobe Bryant,"$14,175,000",2004-05
Kobe Bryant,Kobe Bryant,"$15,946,875",2005-06
Kobe Bryant,Kobe Bryant,"$17,718,750",2006-07
Kobe Bryant,Kobe Bryant,"$19,490,625",2007-08
Kobe Bryant,Kobe Bryant,"$21,262,500",2008-09
