Player,Player,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,ORB,PF,PTS,Player.1_x,Pos,STL,Season,TOV,TRB,Tm,eFG%,Player.1_y,Salary
Kirk Hinrich,Kirk Hinrich,325,.441,737,126,.370,341,514.0,25.0,21.0,259.0,451,.418,1078,256.0,0.815,314.0,81,81,NBA,2955,29.0,251.0,1284.0,Kirk Hinrich,PG,94.0,2005-06,188.0,288.0,CHI,0.477,Kirk Hinrich,2513880
Kirk Hinrich,Kirk Hinrich,335,.463,724,140,.415,337,500.0,26.0,23.0,242.0,475,.448,1061,237.0,0.835,284.0,80,80,NBA,2839,32.0,274.0,1327.0,Kirk Hinrich,PG,100.0,2006-07,191.0,274.0,CHI,0.514,Kirk Hinrich,3192628
Kirk Hinrich,Kirk Hinrich,246,.442,557,84,.350,240,452.0,27.0,19.0,216.0,330,.414,797,118.0,0.831,142.0,75,72,NBA,2380,28.0,224.0,862.0,Kirk Hinrich,PG,87.0,2007-08,157.0,244.0,CHI,0.467,Kirk Hinrich,11250000
Kirk Hinrich,Kirk Hinrich,114,.456,250,69,.408,169,197.0,28.0,19.0,107.0,183,.437,419,68.0,0.791,86.0,51,4,NBA,1339,16.0,126.0,503.0,Kirk Hinrich,SG,66.0,2008-09,87.0,123.0,CHI,0.519,Kirk Hinrich,10000000
Kirk Hinrich,Kirk Hinrich,204,.431,473,104,.371,280,330.0,29.0,24.0,236.0,308,.409,753,85.0,0.752,113.0,74,53,NBA,2481,24.0,204.0,805.0,Kirk Hinrich,SG,85.0,2009-10,113.0,260.0,CHI,0.478,Kirk Hinrich,9500000
Kirk Hinrich,Kirk Hinrich,203,.467,435,75,.399,188,288.0,30.0,17.0,161.0,278,.446,623,106.0,0.841,126.0,72,51,NBA,2157,21.0,185.0,737.0,Kirk Hinrich,SG-PG,75.0,2010-11,121.0,182.0,TOT,0.506,Kirk Hinrich,9000000
Kirk Hinrich,Kirk Hinrich,155,.475,326,43,.384,112,210.0,30.0,10.0,115.0,198,.452,438,92.0,0.876,105.0,48,29,NBA,1471,14.0,119.0,531.0,Kirk Hinrich,SG,56.0,2010-11,84.0,129.0,WAS,0.501,Kirk Hinrich,9000000
Kirk Hinrich,Kirk Hinrich,48,.440,109,32,.421,76,78.0,30.0,7.0,46.0,80,.432,185,14.0,0.667,21.0,24,22,NBA,686,7.0,66.0,206.0,Kirk Hinrich,PG,19.0,2010-11,37.0,53.0,ATL,0.519,Kirk Hinrich,9000000
Kirk Hinrich,Kirk Hinrich,75,.472,159,47,.346,136,132.0,31.0,11.0,90.0,122,.414,295,25.0,0.781,32.0,48,31,NBA,1237,11.0,100.0,316.0,Kirk Hinrich,SG,38.0,2011-12,58.0,101.0,ATL,0.493,Kirk Hinrich,8100000
Kirk Hinrich,Kirk Hinrich,88,.367,240,71,.390,182,314.0,32.0,25.0,142.0,159,.377,422,70.0,0.714,98.0,60,60,NBA,1764,16.0,192.0,459.0,Kirk Hinrich,PG,63.0,2012-13,99.0,158.0,CHI,0.461,Kirk Hinrich,3941000
Kirk Hinrich,Kirk Hinrich,158,.419,377,85,.351,242,286.0,33.0,26.0,161.0,243,.393,619,95.0,0.76,125.0,73,61,NBA,2116,31.0,203.0,666.0,Kirk Hinrich,PG,80.0,2013-14,120.0,192.0,CHI,0.461,Kirk Hinrich,4059000
Kirk Hinrich,Kirk Hinrich,84,.394,213,58,.345,168,148.0,34.0,14.0,101.0,142,.373,381,35.0,0.7,50.0,66,22,NBA,1610,20.0,144.0,377.0,Kirk Hinrich,SG,46.0,2014-15,73.0,121.0,CHI,0.449,Kirk Hinrich,2730000
Jrue Holiday,Jrue Holiday,168,.465,361,62,.390,159,280.0,19.0,18.0,135.0,230,.442,520,65.0,0.756,86.0,73,51,NBA,1767,56.0,153.0,587.0,Jrue Holiday,PG,79.0,2009-10,156.0,191.0,PHI,0.502,Jrue Holiday,1514280
Jrue Holiday,Jrue Holiday,365,.470,777,81,.365,222,531.0,20.0,29.0,264.0,446,.446,999,172.0,0.823,209.0,82,82,NBA,2901,68.0,203.0,1145.0,Jrue Holiday,PG,120.0,2010-11,218.0,332.0,PHI,0.487,Jrue Holiday,1627920
Jrue Holiday,Jrue Holiday,295,.445,663,65,.380,171,290.0,21.0,18.0,155.0,360,.432,834,94.0,0.783,120.0,65,65,NBA,2196,57.0,137.0,879.0,Jrue Holiday,PG,103.0,2011-12,135.0,212.0,PHI,0.471,Jrue Holiday,1741440
Jrue Holiday,Jrue Holiday,464,.446,1041,91,.368,247,625.0,22.0,32.0,240.0,555,.431,1288,182.0,0.752,242.0,78,78,NBA,2926,89.0,170.0,1383.0,Jrue Holiday,PG,123.0,2012-13,292.0,329.0,PHI,0.466,Jrue Holiday,2674852
Jrue Holiday,Jrue Holiday,173,.459,377,30,.390,77,268.0,23.0,12.0,114.0,203,.447,454,51.0,0.81,63.0,34,34,NBA,1143,28.0,92.0,487.0,Jrue Holiday,PG,56.0,2013-14,105.0,142.0,NOP,0.48,Jrue Holiday,9213484
Jrue Holiday,Jrue Holiday,187,.469,399,51,.378,135,274.0,24.0,23.0,103.0,238,.446,534,65.0,0.855,76.0,40,37,NBA,1303,32.0,110.0,592.0,Jrue Holiday,PG,63.0,2014-15,91.0,135.0,NOP,0.493,Jrue Holiday,9904495
Ryan Hollins,Ryan Hollins,20,.556,36,0,,0,1.0,22.0,7.0,20.0,20,.556,36,24.0,0.6,40.0,27,0,NBA,185,11.0,40.0,64.0,Ryan Hollins,C,4.0,2006-07,16.0,31.0,CHA,0.556,Ryan Hollins,412718
Ryan Hollins,Ryan Hollins,46,.489,94,0,,0,14.0,23.0,30.0,54.0,46,.489,94,55.0,0.671,82.0,60,1,NBA,532,53.0,96.0,147.0,Ryan Hollins,PF,10.0,2007-08,25.0,107.0,CHA,0.489,Ryan Hollins,687456
Ryan Hollins,Ryan Hollins,50,.532,94,0,,0,7.0,24.0,32.0,51.0,50,.532,94,43.0,0.597,72.0,45,3,NBA,444,46.0,78.0,143.0,Ryan Hollins,C,7.0,2008-09,24.0,97.0,TOT,0.532,Ryan Hollins,972581
Ryan Hollins,Ryan Hollins,19,.543,35,0,,0,4.0,24.0,17.0,17.0,19,.543,35,26.0,0.667,39.0,18,1,NBA,184,19.0,34.0,64.0,Ryan Hollins,C,3.0,2008-09,10.0,36.0,CHA,0.543,Ryan Hollins,972581
Ryan Hollins,Ryan Hollins,31,.525,59,0,,0,3.0,24.0,15.0,34.0,31,.525,59,17.0,0.515,33.0,27,2,NBA,260,27.0,44.0,79.0,Ryan Hollins,C,4.0,2008-09,14.0,61.0,DAL,0.525,Ryan Hollins,972581
Ryan Hollins,Ryan Hollins,169,.560,302,0,.000,1,51.0,25.0,38.0,128.0,169,.558,303,109.0,0.69,158.0,73,27,NBA,1223,79.0,199.0,447.0,Ryan Hollins,C,19.0,2009-10,95.0,207.0,MIN,0.558,Ryan Hollins,2183333
Ryan Hollins,Ryan Hollins,131,.598,219,0,,0,26.0,26.0,42.0,116.0,131,.598,219,111.0,0.681,163.0,70,16,NBA,1182,70.0,199.0,373.0,Ryan Hollins,C,22.0,2010-11,67.0,186.0,CLE,0.598,Ryan Hollins,2333333
Ryan Hollins,Ryan Hollins,46,.548,84,0,,0,9.0,27.0,17.0,48.0,46,.548,84,39.0,0.52,75.0,39,8,NBA,522,34.0,78.0,131.0,Ryan Hollins,C,5.0,2011-12,35.0,82.0,TOT,0.548,Ryan Hollins,2483333
Ryan Hollins,Ryan Hollins,28,.500,56,0,,0,6.0,27.0,12.0,31.0,28,.500,56,33.0,0.6,55.0,24,7,NBA,362,25.0,55.0,89.0,Ryan Hollins,C,4.0,2011-12,24.0,56.0,CLE,0.5,Ryan Hollins,2483333
Ryan Hollins,Ryan Hollins,18,.643,28,0,,0,3.0,27.0,5.0,17.0,18,.643,28,6.0,0.3,20.0,15,1,NBA,160,9.0,23.0,42.0,Ryan Hollins,C,1.0,2011-12,11.0,26.0,BOS,0.643,Ryan Hollins,2483333
Ryan Hollins,Ryan Hollins,70,.614,114,0,,0,11.0,28.0,34.0,89.0,70,.614,114,66.0,0.75,88.0,60,0,NBA,663,50.0,133.0,206.0,Ryan Hollins,C,6.0,2012-13,44.0,139.0,LAC,0.614,Ryan Hollins,1069509
Ryan Hollins,Ryan Hollins,53,.736,72,0,,0,8.0,29.0,31.0,59.0,53,.736,72,35.0,0.625,56.0,61,0,NBA,482,31.0,87.0,141.0,Ryan Hollins,PF,9.0,2013-14,29.0,90.0,LAC,0.736,Ryan Hollins,1186459
Ryan Hollins,Ryan Hollins,53,.646,82,0,,0,14.0,30.0,19.0,67.0,53,.646,82,31.0,0.574,54.0,46,9,NBA,441,36.0,65.0,137.0,Ryan Hollins,C,6.0,2014-15,25.0,103.0,SAC,0.646,Ryan Hollins,1316809
Rodney Hood,Rodney Hood,93,.456,204,62,.365,170,83.0,22.0,12.0,108.0,155,.414,374,61.0,0.763,80.0,50,21,NBA,1064,9.0,119.0,433.0,Rodney Hood,SG,30.0,2014-15,45.0,117.0,UTA,0.497,Rodney Hood,1290360
Al Horford,Al Horford,333,.502,663,0,.000,5,124.0,21.0,76.0,537.0,333,.499,668,155.0,0.731,212.0,81,77,NBA,2540,248.0,267.0,821.0,Al Horford,C,60.0,2007-08,137.0,785.0,ATL,0.499,Al Horford,3745800
Al Horford,Al Horford,312,.526,593,0,.000,1,163.0,22.0,95.0,479.0,312,.525,594,149.0,0.727,205.0,67,67,NBA,2242,145.0,190.0,773.0,Al Horford,C,53.0,2008-09,103.0,624.0,ATL,0.525,Al Horford,4026720
Al Horford,Al Horford,466,.551,846,1,1.000,1,189.0,23.0,91.0,563.0,467,.551,847,213.0,0.789,270.0,81,81,NBA,2845,236.0,225.0,1148.0,Al Horford,C,59.0,2009-10,122.0,799.0,ATL,0.552,Al Horford,4307640
Al Horford,Al Horford,511,.557,917,2,.500,4,266.0,24.0,80.0,536.0,513,.557,921,150.0,0.798,188.0,77,77,NBA,2704,182.0,193.0,1178.0,Al Horford,C,59.0,2010-11,119.0,718.0,ATL,0.558,Al Horford,5444857
Al Horford,Al Horford,57,.559,102,0,.000,1,24.0,25.0,14.0,51.0,57,.553,103,22.0,0.733,30.0,11,11,NBA,348,26.0,21.0,136.0,Al Horford,C,10.0,2011-12,16.0,77.0,ATL,0.553,Al Horford,12000000
Al Horford,Al Horford,573,.544,1054,3,.500,6,240.0,26.0,78.0,562.0,576,.543,1060,134.0,0.644,208.0,74,74,NBA,2756,195.0,163.0,1289.0,Al Horford,C,78.0,2012-13,147.0,757.0,ATL,0.545,Al Horford,12000000
Al Horford,Al Horford,234,.572,409,4,.364,11,76.0,27.0,44.0,178.0,238,.567,420,58.0,0.682,85.0,29,29,NBA,958,66.0,56.0,538.0,Al Horford,C,27.0,2013-14,64.0,244.0,ATL,0.571,Al Horford,12000000
Al Horford,Al Horford,508,.547,929,11,.306,36,244.0,28.0,98.0,413.0,519,.538,965,107.0,0.759,141.0,76,76,NBA,2318,131.0,121.0,1156.0,Al Horford,C,68.0,2014-15,100.0,544.0,ATL,0.544,Al Horford,12000000
Dwight Howard,Dwight Howard,352,.521,675,0,.000,2,75.0,19.0,136.0,536.0,352,.520,677,277.0,0.671,413.0,82,82,NBA,2670,287.0,232.0,981.0,Dwight Howard,PF,77.0,2004-05,165.0,823.0,ORL,0.52,Dwight Howard,4179720
Dwight Howard,Dwight Howard,468,.532,879,0,.000,2,125.0,20.0,115.0,734.0,468,.531,881,356.0,0.595,598.0,82,81,NBA,3021,288.0,277.0,1292.0,Dwight Howard,PF,65.0,2005-06,217.0,1022.0,ORL,0.531,Dwight Howard,4493160
Dwight Howard,Dwight Howard,525,.603,871,1,.500,2,158.0,21.0,156.0,725.0,526,.603,873,390.0,0.586,666.0,82,82,NBA,3023,283.0,245.0,1443.0,Dwight Howard,C,70.0,2006-07,317.0,1008.0,ORL,0.603,Dwight Howard,4806720
Dwight Howard,Dwight Howard,583,.601,970,0,.000,4,110.0,22.0,176.0,882.0,583,.599,974,529.0,0.59,897.0,82,82,NBA,3088,279.0,274.0,1695.0,Dwight Howard,C,74.0,2007-08,263.0,1161.0,ORL,0.599,Dwight Howard,6061274
Dwight Howard,Dwight Howard,560,.573,977,0,.000,2,112.0,23.0,231.0,757.0,560,.572,979,504.0,0.594,849.0,79,79,NBA,2821,336.0,270.0,1624.0,Dwight Howard,C,77.0,2008-09,240.0,1093.0,ORL,0.572,Dwight Howard,13758000
Dwight Howard,Dwight Howard,510,.617,827,0,.000,7,144.0,24.0,228.0,798.0,510,.612,834,483.0,0.592,816.0,82,82,NBA,2843,284.0,287.0,1503.0,Dwight Howard,C,75.0,2009-10,274.0,1082.0,ORL,0.612,Dwight Howard,15202590
Dwight Howard,Dwight Howard,619,.597,1037,0,.000,7,107.0,25.0,186.0,789.0,619,.593,1044,546.0,0.596,916.0,78,78,NBA,2935,309.0,258.0,1784.0,Dwight Howard,C,107.0,2010-11,279.0,1098.0,ORL,0.593,Dwight Howard,16647180
Dwight Howard,Dwight Howard,416,.579,719,0,.000,7,104.0,26.0,116.0,585.0,416,.573,726,281.0,0.491,572.0,54,54,NBA,2070,200.0,159.0,1113.0,Dwight Howard,C,81.0,2011-12,175.0,785.0,ORL,0.573,Dwight Howard,18091770
Dwight Howard,Dwight Howard,469,.581,807,1,.167,6,108.0,27.0,186.0,694.0,470,.578,813,355.0,0.492,721.0,76,76,NBA,2722,251.0,291.0,1296.0,Dwight Howard,C,84.0,2012-13,225.0,945.0,LAL,0.579,Dwight Howard,19536360
Dwight Howard,Dwight Howard,471,.594,793,2,.286,7,131.0,28.0,128.0,635.0,473,.591,800,349.0,0.547,638.0,71,71,NBA,2396,231.0,240.0,1297.0,Dwight Howard,C,60.0,2013-14,229.0,866.0,HOU,0.593,Dwight Howard,20513178
Dwight Howard,Dwight Howard,250,.594,421,1,.500,2,50.0,29.0,53.0,321.0,251,.593,423,143.0,0.528,271.0,41,41,NBA,1223,110.0,137.0,646.0,Dwight Howard,C,28.0,2014-15,115.0,431.0,HOU,0.595,Dwight Howard,21436271
Josh Howard,Josh Howard,209,.448,466,20,.303,66,97.0,23.0,54.0,219.0,229,.430,532,97.0,0.703,138.0,67,29,NBA,1589,149.0,168.0,575.0,Josh Howard,SF,69.0,2003-04,67.0,368.0,DAL,0.449,Josh Howard,773400
Josh Howard,Josh Howard,343,.506,678,34,.296,115,109.0,24.0,49.0,315.0,377,.475,793,170.0,0.733,232.0,76,76,NBA,2446,169.0,211.0,958.0,Josh Howard,SF,116.0,2004-05,122.0,484.0,DAL,0.497,Josh Howard,863640
Josh Howard,Josh Howard,323,.475,680,27,.429,63,111.0,25.0,26.0,248.0,350,.471,743,196.0,0.734,267.0,59,58,NBA,1915,123.0,167.0,923.0,Josh Howard,SF,68.0,2005-06,79.0,371.0,DAL,0.489,Josh Howard,923880
Josh Howard,Josh Howard,401,.480,836,92,.385,239,127.0,26.0,56.0,345.0,493,.459,1075,243.0,0.827,294.0,70,69,NBA,2455,130.0,180.0,1321.0,Josh Howard,SF,82.0,2006-07,123.0,475.0,DAL,0.501,Josh Howard,1667603
Josh Howard,Josh Howard,500,.482,1037,67,.319,210,164.0,27.0,32.0,412.0,567,.455,1247,312.0,0.813,384.0,76,76,NBA,2757,120.0,202.0,1513.0,Josh Howard,SF,59.0,2007-08,114.0,532.0,DAL,0.482,Josh Howard,9000000
Josh Howard,Josh Howard,295,.480,615,58,.345,168,83.0,28.0,30.0,204.0,353,.451,783,172.0,0.782,220.0,52,51,NBA,1663,59.0,135.0,936.0,Josh Howard,SF,55.0,2008-09,89.0,263.0,DAL,0.488,Josh Howard,9945000
Josh Howard,Josh Howard,134,.444,302,23,.267,86,48.0,29.0,11.0,95.0,157,.405,388,109.0,0.784,139.0,35,12,NBA,918,30.0,91.0,446.0,Josh Howard,SF,26.0,2009-10,46.0,125.0,TOT,0.434,Josh Howard,10890000
Josh Howard,Josh Howard,117,.438,267,20,.267,75,44.0,29.0,9.0,86.0,137,.401,342,94.0,0.79,119.0,31,9,NBA,827,26.0,78.0,388.0,Josh Howard,SF,23.0,2009-10,43.0,112.0,DAL,0.43,Josh Howard,10890000
Josh Howard,Josh Howard,17,.486,35,3,.273,11,4.0,29.0,2.0,9.0,20,.435,46,15.0,0.75,20.0,4,3,NBA,91,4.0,13.0,58.0,Josh Howard,SF,3.0,2009-10,3.0,13.0,WAS,0.467,Josh Howard,10890000
Josh Howard,Josh Howard,51,.383,133,7,.241,29,24.0,30.0,5.0,56.0,58,.358,162,29.0,0.617,47.0,18,10,NBA,409,18.0,34.0,152.0,Josh Howard,SF,13.0,2010-11,20.0,74.0,WAS,0.38,Josh Howard,3000000
Josh Howard,Josh Howard,135,.417,324,9,.243,37,50.0,31.0,10.0,119.0,144,.399,361,75.0,0.773,97.0,43,18,NBA,991,39.0,91.0,372.0,Josh Howard,SF,32.0,2011-12,53.0,158.0,UTA,0.411,Josh Howard,2150000
Josh Howard,Josh Howard,26,.426,61,5,.313,16,4.0,32.0,3.0,27.0,31,.403,77,7.0,0.583,12.0,11,4,NBA,207,9.0,18.0,74.0,Josh Howard,SF,10.0,2012-13,10.0,36.0,MIN,0.435,Josh Howard,1229255
Lester Hudson,Lester Hudson,16,.432,37,5,.313,16,13.0,25.0,3.0,11.0,21,.396,53,11.0,0.846,13.0,25,0,NBA,131,7.0,12.0,58.0,Lester Hudson,PG,8.0,2009-10,14.0,18.0,TOT,0.443,Lester Hudson,199185
Lester Hudson,Lester Hudson,16,.432,37,5,.313,16,13.0,25.0,3.0,11.0,21,.396,53,11.0,0.846,13.0,25,0,NBA,131,7.0,12.0,58.0,Lester Hudson,PG,8.0,2009-10,14.0,18.0,TOT,0.443,Lester Hudson,193802
Lester Hudson,Lester Hudson,4,.308,13,3,.600,5,8.0,25.0,2.0,5.0,7,.389,18,5.0,0.833,6.0,16,0,NBA,70,3.0,7.0,22.0,Lester Hudson,PG,3.0,2009-10,9.0,8.0,BOS,0.472,Lester Hudson,199185
Lester Hudson,Lester Hudson,4,.308,13,3,.600,5,8.0,25.0,2.0,5.0,7,.389,18,5.0,0.833,6.0,16,0,NBA,70,3.0,7.0,22.0,Lester Hudson,PG,3.0,2009-10,9.0,8.0,BOS,0.472,Lester Hudson,193802
Lester Hudson,Lester Hudson,12,.500,24,2,.182,11,5.0,25.0,1.0,6.0,14,.400,35,6.0,0.857,7.0,9,0,NBA,61,4.0,5.0,36.0,Lester Hudson,PG,5.0,2009-10,5.0,10.0,MEM,0.429,Lester Hudson,199185
Lester Hudson,Lester Hudson,12,.500,24,2,.182,11,5.0,25.0,1.0,6.0,14,.400,35,6.0,0.857,7.0,9,0,NBA,61,4.0,5.0,36.0,Lester Hudson,PG,5.0,2009-10,5.0,10.0,MEM,0.429,Lester Hudson,193802
Lester Hudson,Lester Hudson,2,.222,9,4,.267,15,17.0,26.0,1.0,4.0,6,.250,24,2.0,0.5,4.0,11,0,NBA,73,1.0,10.0,18.0,Lester Hudson,PG,4.0,2010-11,7.0,5.0,WAS,0.333,Lester Hudson,192791
Robbie Hummel,Robbie Hummel,63,.521,121,16,.314,51,27.0,25.0,9.0,103.0,79,.459,172,24.0,0.828,29.0,45,4,NBA,742,31.0,86.0,198.0,Robbie Hummel,SF,16.0,2014-15,18.0,134.0,MIN,0.506,Robbie Hummel,880000
Kris Humphries,Kris Humphries,114,.406,281,2,.333,6,43.0,19.0,18.0,124.0,116,.404,287,44.0,0.436,101.0,67,4,NBA,873,73.0,96.0,278.0,Kris Humphries,PF,25.0,2004-05,52.0,197.0,UTA,0.408,Kris Humphries,1481400
Kris Humphries,Kris Humphries,77,.389,198,0,.000,5,30.0,20.0,16.0,101.0,77,.379,203,34.0,0.523,65.0,62,2,NBA,619,56.0,82.0,188.0,Kris Humphries,PF,23.0,2005-06,31.0,157.0,UTA,0.379,Kris Humphries,1592400
Kris Humphries,Kris Humphries,87,.470,185,0,,0,18.0,21.0,21.0,109.0,87,.470,185,53.0,0.671,79.0,60,2,NBA,670,78.0,98.0,227.0,Kris Humphries,PF,14.0,2006-07,32.0,187.0,TOR,0.47,Kris Humphries,1703520
Kris Humphries,Kris Humphries,161,.486,331,0,.000,2,28.0,22.0,28.0,169.0,161,.483,333,75.0,0.605,124.0,70,0,NBA,925,90.0,107.0,397.0,Kris Humphries,PF,25.0,2007-08,47.0,259.0,TOR,0.483,Kris Humphries,2522913
Kris Humphries,Kris Humphries,38,.422,90,0,,0,10.0,23.0,6.0,46.0,38,.422,90,38.0,0.792,48.0,29,0,NBA,265,24.0,31.0,114.0,Kris Humphries,SF,8.0,2008-09,8.0,70.0,TOR,0.422,Kris Humphries,3200000
Kris Humphries,Kris Humphries,180,.442,407,0,.000,1,32.0,24.0,48.0,258.0,180,.441,408,127.0,0.668,190.0,69,0,NBA,1221,120.0,145.0,487.0,Kris Humphries,PF,36.0,2009-10,66.0,378.0,TOT,0.441,Kris Humphries,3200000
Kris Humphries,Kris Humphries,53,.461,115,0,,0,7.0,24.0,11.0,57.0,53,.461,115,25.0,0.568,44.0,25,0,NBA,315,38.0,43.0,131.0,Kris Humphries,PF,7.0,2009-10,13.0,95.0,DAL,0.461,Kris Humphries,3200000
Kris Humphries,Kris Humphries,127,.435,292,0,.000,1,25.0,24.0,37.0,201.0,127,.433,293,102.0,0.699,146.0,44,0,NBA,906,82.0,102.0,356.0,Kris Humphries,PF,29.0,2009-10,53.0,283.0,NJN,0.433,Kris Humphries,3200000
Kris Humphries,Kris Humphries,307,.527,582,0,.000,1,84.0,25.0,80.0,546.0,307,.527,583,127.0,0.665,191.0,74,44,NBA,2061,225.0,168.0,741.0,Kris Humphries,PF,33.0,2010-11,103.0,771.0,NJN,0.527,Kris Humphries,3200000
Kris Humphries,Kris Humphries,323,.481,671,0,,0,90.0,26.0,74.0,448.0,323,.481,671,209.0,0.752,278.0,62,62,NBA,2162,233.0,173.0,855.0,Kris Humphries,PF,50.0,2011-12,119.0,681.0,NJN,0.481,Kris Humphries,8000000
Kris Humphries,Kris Humphries,139,.451,308,0,.000,2,32.0,27.0,33.0,239.0,139,.448,310,97.0,0.789,123.0,65,21,NBA,1191,126.0,127.0,375.0,Kris Humphries,PF,16.0,2012-13,57.0,365.0,BRK,0.448,Kris Humphries,12000000
Kris Humphries,Kris Humphries,231,.503,459,0,.000,2,67.0,28.0,61.0,282.0,231,.501,461,117.0,0.813,144.0,69,30,NBA,1376,127.0,136.0,579.0,Kris Humphries,PF,31.0,2013-14,64.0,409.0,BOS,0.501,Kris Humphries,12000000
Kris Humphries,Kris Humphries,211,.481,439,0,.000,7,57.0,29.0,25.0,298.0,211,.473,446,87.0,0.744,117.0,64,17,NBA,1345,118.0,130.0,509.0,Kris Humphries,PF,34.0,2014-15,46.0,416.0,WAS,0.473,Kris Humphries,4300000
Serge Ibaka,Serge Ibaka,200,.543,368,1,.500,2,10.0,20.0,97.0,259.0,201,.543,370,58.0,0.63,92.0,73,0,NBA,1323,138.0,194.0,461.0,Serge Ibaka,PF,25.0,2009-10,68.0,397.0,OKC,0.545,Serge Ibaka,1120200
Serge Ibaka,Serge Ibaka,335,.544,616,0,.000,1,22.0,21.0,198.0,408.0,335,.543,617,138.0,0.75,184.0,82,44,NBA,2216,214.0,267.0,808.0,Serge Ibaka,PF,31.0,2010-11,71.0,622.0,OKC,0.543,Serge Ibaka,1204200
Serge Ibaka,Serge Ibaka,261,.536,487,1,.333,3,28.0,22.0,241.0,305.0,262,.535,490,78.0,0.661,118.0,66,66,NBA,1792,193.0,179.0,603.0,Serge Ibaka,PF,33.0,2011-12,79.0,498.0,OKC,0.536,Serge Ibaka,1288200
Serge Ibaka,Serge Ibaka,426,.591,721,20,.351,57,43.0,23.0,242.0,395.0,446,.573,778,143.0,0.749,191.0,80,80,NBA,2486,222.0,213.0,1055.0,Serge Ibaka,PF,28.0,2012-13,125.0,617.0,OKC,0.586,Serge Ibaka,2253062
Serge Ibaka,Serge Ibaka,501,.546,918,23,.383,60,85.0,24.0,219.0,485.0,524,.536,978,156.0,0.784,199.0,81,81,NBA,2666,224.0,233.0,1227.0,Serge Ibaka,PF,39.0,2013-14,123.0,709.0,OKC,0.548,Serge Ibaka,12250000
Serge Ibaka,Serge Ibaka,297,.511,581,77,.376,205,55.0,25.0,155.0,364.0,374,.476,786,92.0,0.836,110.0,64,64,NBA,2116,135.0,194.0,917.0,Serge Ibaka,PF,30.0,2014-15,97.0,499.0,OKC,0.525,Serge Ibaka,12350000
Andre Iguodala,Andre Iguodala,222,.550,404,47,.331,142,246.0,21.0,48.0,375.0,269,.493,546,156.0,0.743,210.0,82,82,NBA,2686,89.0,204.0,741.0,Andre Iguodala,SG,138.0,2004-05,139.0,464.0,PHI,0.536,Andre Iguodala,1914480
Andre Iguodala,Andre Iguodala,288,.543,530,56,.354,158,255.0,22.0,21.0,364.0,344,.500,688,263.0,0.754,349.0,82,82,NBA,3086,117.0,198.0,1007.0,Andre Iguodala,SF,135.0,2005-06,153.0,481.0,PHI,0.541,Andre Iguodala,2058000
Andre Iguodala,Andre Iguodala,395,.472,836,48,.310,155,432.0,23.0,33.0,357.0,443,.447,991,452.0,0.82,551.0,76,76,NBA,3062,77.0,200.0,1386.0,Andre Iguodala,SG,152.0,2006-07,261.0,434.0,PHI,0.471,Andre Iguodala,2201640
Andre Iguodala,Andre Iguodala,481,.496,970,101,.329,307,391.0,24.0,49.0,361.0,582,.456,1277,365.0,0.721,506.0,82,82,NBA,3242,85.0,187.0,1630.0,Andre Iguodala,SF,171.0,2007-08,214.0,446.0,PHI,0.495,Andre Iguodala,2804889
Andre Iguodala,Andre Iguodala,462,.521,886,80,.307,261,434.0,25.0,36.0,379.0,542,.473,1147,377.0,0.724,521.0,82,82,NBA,3269,92.0,152.0,1541.0,Andre Iguodala,SF,131.0,2008-09,222.0,471.0,PHI,0.507,Andre Iguodala,11300000
Andre Iguodala,Andre Iguodala,402,.492,817,94,.310,303,472.0,26.0,55.0,447.0,496,.443,1120,315.0,0.733,430.0,82,82,NBA,3193,82.0,145.0,1401.0,Andre Iguodala,SF,141.0,2009-10,218.0,529.0,PHI,0.485,Andre Iguodala,12200000
Andre Iguodala,Andre Iguodala,277,.479,578,61,.337,181,422.0,27.0,38.0,326.0,338,.445,759,208.0,0.693,300.0,67,67,NBA,2469,61.0,109.0,945.0,Andre Iguodala,SF,101.0,2010-11,138.0,387.0,PHI,0.486,Andre Iguodala,12345250
Andre Iguodala,Andre Iguodala,211,.481,439,76,.394,193,339.0,28.0,30.0,325.0,287,.454,632,121.0,0.617,196.0,62,62,NBA,2209,56.0,92.0,771.0,Andre Iguodala,SF,107.0,2011-12,115.0,381.0,PHI,0.514,Andre Iguodala,13531750
Andre Iguodala,Andre Iguodala,305,.515,592,91,.317,287,433.0,29.0,52.0,341.0,396,.451,879,155.0,0.574,270.0,80,80,NBA,2779,82.0,127.0,1038.0,Andre Iguodala,SG,139.0,2012-13,206.0,423.0,DEN,0.502,Andre Iguodala,14968250
Andre Iguodala,Andre Iguodala,158,.558,283,62,.354,175,263.0,30.0,18.0,240.0,220,.480,458,86.0,0.652,132.0,63,63,NBA,2040,53.0,103.0,588.0,Andre Iguodala,SF,95.0,2013-14,100.0,293.0,GSW,0.548,Andre Iguodala,12868632
Andre Iguodala,Andre Iguodala,157,.553,284,74,.349,212,228.0,31.0,25.0,213.0,231,.466,496,68.0,0.596,114.0,77,0,NBA,2069,44.0,100.0,604.0,Andre Iguodala,SG,89.0,2014-15,88.0,257.0,GSW,0.54,Andre Iguodala,12289544
